neutral,method,learner,budget,seed,gap,qualified,mean_partner_return,bits
0,inverse_gap,reinforce,1024,50015,0.0567439765819,0,0.56652173913,101011
0,inverse_gap,reinforce,1024,50016,0.0851159648728,0,0.405652173913,001000
0,inverse_gap,reinforce,1024,50017,0.113487953164,0,0.363913043478,000000
0,inverse_gap,reinforce,1024,50018,0.0567439765819,0,0.592608695652,111111
0,inverse_gap,reinforce,1024,50019,0.0567439765819,0,0.431739130435,111100
0,inverse_gap,reinforce,1024,50020,0.0851159648728,0,0.592608695652,011111
0,inverse_gap,reinforce,1024,50021,0.0851159648728,0,0.572608695652,010101
0,inverse_gap,reinforce,1024,50022,0.0567439765819,0,0.614347826087,011101
0,inverse_gap,reinforce,1024,50023,0.0283719882909,0,0.588260869565,101001
0,inverse_gap,reinforce,4096,50000,0.0567439765819,0,0.614347826087,001001
0,inverse_gap,reinforce,4096,50001,0.0851159648728,0,0.570869565217,111011
0,inverse_gap,reinforce,4096,50002,0.0567439765819,0,0.596956521739,111111
0,inverse_gap,reinforce,4096,50003,0.0851159648728,0,0.383913043478,111110
0,inverse_gap,reinforce,4096,50004,0.0851159648728,0,0.385652173913,110100
0,inverse_gap,reinforce,4096,50005,0.0283719882909,0,0.598695652174,100101
0,inverse_gap,reinforce,4096,50006,0.0851159648728,0,0.555217391304,000111
0,inverse_gap,reinforce,4096,50007,0,1,0.640434782609,101101
0,inverse_gap,reinforce,4096,50008,0.0567439765819,0,0.640434782609,011101
0,inverse_gap,reinforce,4096,50009,0.0567439765819,0,0.572608695652,100001
0,inverse_gap,reinforce,4096,50010,0.0567439765819,0,0.614347826087,001001
0,inverse_gap,reinforce,4096,50011,0.0851159648728,0,0.570869565217,001011
0,inverse_gap,reinforce,4096,50012,0.0567439765819,0,0.596956521739,001111
0,inverse_gap,reinforce,4096,50013,0.113487953164,0,0.555217391304,010111
0,inverse_gap,reinforce,4096,50014,0.0851159648728,0,0.572608695652,110001
0,inverse_gap,reinforce,4096,50015,0.0567439765819,0,0.570869565217,101011
0,inverse_gap,reinforce,4096,50016,0.0851159648728,0,0.401304347826,001000
0,inverse_gap,reinforce,4096,50017,0.113487953164,0,0.359565217391,000000
0,inverse_gap,reinforce,4096,50018,0.0567439765819,0,0.596956521739,111111
0,inverse_gap,reinforce,4096,50019,0.0567439765819,0,0.427391304348,111100
0,inverse_gap,reinforce,4096,50020,0.0851159648728,0,0.596956521739,011111
0,inverse_gap,reinforce,4096,50021,0.0851159648728,0,0.598695652174,010101
0,inverse_gap,reinforce,4096,50022,0.0567439765819,0,0.640434782609,011101
0,inverse_gap,reinforce,4096,50023,0.0283719882909,0,0.614347826087,101001
0,inverse_gap_squared,search,256,50000,0,1,0.709130434783,101101
0,inverse_gap_squared,search,256,50001,0.0195122167051,0,0.64652173913,100101
0,inverse_gap_squared,search,256,50002,0.0195122167051,0,0.64652173913,100101
0,inverse_gap_squared,search,256,50003,0.0439024875864,0,0.696086956522,001101
0,inverse_gap_squared,search,256,50004,0.0774635003191,0,0.542173913043,000001
0,inverse_gap_squared,search,256,50005,0.0362927230714,0,0.501304347826,111100
0,inverse_gap_squared,search,256,50006,0.00702439801382,0,0.556956521739,101100
0,inverse_gap_squared,search,256,50007,0.0609617399057,0,0.456956521739,001110
0,inverse_gap_squared,search,256,50008,0.0679861379195,0,0.517826086957,001011
0,inverse_gap_squared,search,256,50009,0.0539373418919,0,0.609130434783,001111
0,inverse_gap_squared,search,256,50010,0,1,0.709130434783,101101
0,inverse_gap_squared,search,256,50011,0.0240836503331,0,0.530869565217,101011
0,inverse_gap_squared,search,256,50012,0.0774635003191,0,0.542173913043,000001
0,inverse_gap_squared,search,256,50013,0.0170592523193,0,0.47,101110
0,inverse_gap_squared,search,256,50014,0.0292683250576,0,0.65347826087,111101
0,inverse_gap_squared,search,256,50015,0,1,0.709130434783,101101
0,inverse_gap_squared,search,256,50016,0.0100348543055,0,0.622173913043,101111
0,inverse_gap_squared,search,256,50017,0.0170592523193,0,0.47,101110
0,inverse_gap_squared,search,256,50018,0.0603763734045,0,0.323043478261,111010
0,inverse_gap_squared,search,256,50019,0.0704391023053,0,0.481304347826,000100
0,inverse_gap_squared,search,256,50020,0.0292683250576,0,0.65347826087,111101
0,inverse_gap_squared,search,256,50021,0.0439024875864,0,0.696086956522,001101
0,inverse_gap_squared,search,256,50022,0.0439024875864,0,0.696086956522,001101
0,inverse_gap_squared,search,256,50023,0.0195122167051,0,0.64652173913,100101
0,inverse_gap_squared,search,1024,50000,0,1,0.905652173913,101101
0,inverse_gap_squared,search,1024,50001,0,1,0.905652173913,101101
0,inverse_gap_squared,search,1024,50002,0,1,0.905652173913,101101
0,inverse_gap_squared,search,1024,50003,0,1,0.905652173913,101101
0,inverse_gap_squared,search,1024,50004,0.0439024875864,0,0.862173913043,001101
0,inverse_gap_squared,search,1024,50005,0,1,0.905652173913,101101
0,inverse_gap_squared,search,1024,50006,0,1,0.905652173913,101101
0,inverse_gap_squared,search,1024,50007,0,1,0.905652173913,101101
0,inverse_gap_squared,search,1024,50008,0.0140487960276,0,0.762173913043,101001
0,inverse_gap_squared,search,1024,50009,0.0439024875864,0,0.862173913043,001101
0,inverse_gap_squared,search,1024,50010,0,1,0.905652173913,101101
0,inverse_gap_squared,search,1024,50011,0,1,0.905652173913,101101
0,inverse_gap_squared,search,1024,50012,0,1,0.905652173913,101101
0,inverse_gap_squared,search,1024,50013,0.0170592523193,0,0.436086956522,101110
0,inverse_gap_squared,search,1024,50014,0,1,0.905652173913,101101
0,inverse_gap_squared,search,1024,50015,0,1,0.905652173913,101101
0,inverse_gap_squared,search,1024,50016,0.0100348543055,0,0.71,101111
0,inverse_gap_squared,search,1024,50017,0,1,0.905652173913,101101
0,inverse_gap_squared,search,1024,50018,0,1,0.905652173913,101101
0,inverse_gap_squared,search,1024,50019,0.0195122167051,0,0.790869565217,100101
0,inverse_gap_squared,search,1024,50020,0.00702439801382,0,0.631739130435,101100
0,inverse_gap_squared,search,1024,50021,0,1,0.905652173913,101101
0,inverse_gap_squared,search,1024,50022,0.0170592523193,0,0.436086956522,101110
0,inverse_gap_squared,search,1024,50023,0,1,0.905652173913,101101
0,inverse_gap_squared,search,4096,50000,0,1,1,101101
0,inverse_gap_squared,search,4096,50001,0,1,1,101101
0,inverse_gap_squared,search,4096,50002,0,1,1,101101
0,inverse_gap_squared,search,4096,50003,0,1,1,101101
0,inverse_gap_squared,search,4096,50004,0,1,1,101101
0,inverse_gap_squared,search,4096,50005,0,1,1,101101
0,inverse_gap_squared,search,4096,50006,0,1,1,101101
0,inverse_gap_squared,search,4096,50007,0,1,1,101101
0,inverse_gap_squared,search,4096,50008,0,1,1,101101
0,inverse_gap_squared,search,4096,50009,0,1,1,101101
0,inverse_gap_squared,search,4096,50010,0,1,1,101101
0,inverse_gap_squared,search,4096,50011,0,1,1,101101
0,inverse_gap_squared,search,4096,50012,0,1,1,101101
0,inverse_gap_squared,search,4096,50013,0,1,1,101101
0,inverse_gap_squared,search,4096,50014,0,1,1,101101
0,inverse_gap_squared,search,4096,50015,0,1,1,101101
0,inverse_gap_squared,search,4096,50016,0,1,1,101101
0,inverse_gap_squared,search,4096,50017,0,1,1,101101
0,inverse_gap_squared,search,4096,50018,0,1,1,101101
0,inverse_gap_squared,search,4096,50019,0,1,1,101101
0,inverse_gap_squared,search,4096,50020,0,1,1,101101
0,inverse_gap_squared,search,4096,50021,0,1,1,101101
0,inverse_gap_squared,search,4096,50022,0,1,1,101101
0,inverse_gap_squared,search,4096,50023,0,1,1,101101
0,inverse_gap_squared,reinforce,256,50000,0.0579512836141,0,0.51,001001
0,inverse_gap_squared,reinforce,256,50001,0.0603763734045,0,0.462173913043,111010
0,inverse_gap_squared,reinforce,256,50002,0.0463275773769,0,0.488260869565,111110
0,inverse_gap_squared,reinforce,256,50003,0.0463275773769,0,0.488260869565,111110
0,inverse_gap_squared,reinforce,256,50004,0.0558049397765,0,0.49,110100
0,inverse_gap_squared,reinforce,256,50005,0.0265366147189,0,0.49,100100
0,inverse_gap_squared,reinforce,256,50006,0.0804739566108,0,0.450869565217,000110
0,inverse_gap_squared,reinforce,256,50007,0.00702439801382,0,0.531739130435,101100
0,inverse_gap_squared,reinforce,256,50008,0.073170812644,0,0.536086956522,011101
0,inverse_gap_squared,reinforce,256,50009,0.0140487960276,0,0.505652173913,101001
0,inverse_gap_squared,reinforce,256,50010,0.0579512836141,0,0.51,001001
0,inverse_gap_squared,reinforce,256,50011,0.0539373418919,0,0.492608695652,001111
0,inverse_gap_squared,reinforce,256,50012,0.0539373418919,0,0.492608695652,001111
0,inverse_gap_squared,reinforce,256,50013,0.109742281668,0,0.450869565217,010110
0,inverse_gap_squared,reinforce,256,50014,0.0628293377903,0,0.463913043478,110001
0,inverse_gap_squared,reinforce,256,50015,0.0874983546246,0,0.424782608696,000011
0,inverse_gap_squared,reinforce,256,50016,0.0649756816279,0,0.51,001000
0,inverse_gap_squared,reinforce,256,50017,0.0844878983329,0,0.468260869565,000000
0,inverse_gap_squared,reinforce,256,50018,0.0533519753907,0,0.462173913043,111011
0,inverse_gap_squared,reinforce,256,50019,0.0362927230714,0,0.531739130435,111100
0,inverse_gap_squared,reinforce,256,50020,0.0832056669495,0,0.492608695652,011111
0,inverse_gap_squared,reinforce,256,50021,0.073170812644,0,0.536086956522,011101
0,inverse_gap_squared,reinforce,256,50022,0.073170812644,0,0.536086956522,011101
0,inverse_gap_squared,reinforce,256,50023,0.0405854107465,0,0.463913043478,100000
0,inverse_gap_squared,reinforce,1024,50000,0.0579512836141,0,0.552173913043,001001
0,inverse_gap_squared,reinforce,1024,50001,0.0533519753907,0,0.508695652174,111011
0,inverse_gap_squared,reinforce,1024,50002,0.0393031793631,0,0.547826086957,111111
0,inverse_gap_squared,reinforce,1024,50003,0.0463275773769,0,0.45652173913,111110
0,inverse_gap_squared,reinforce,1024,50004,0.0558049397765,0,0.447826086957,110100
0,inverse_gap_squared,reinforce,1024,50005,0.0265366147189,0,0.447826086957,100100
0,inverse_gap_squared,reinforce,1024,50006,0.0804739566108,0,0.404347826087,000110
0,inverse_gap_squared,reinforce,1024,50007,0,1,0.591304347826,101101
0,inverse_gap_squared,reinforce,1024,50008,0.073170812644,0,0.591304347826,011101
0,inverse_gap_squared,reinforce,1024,50009,0.0140487960276,0,0.552173913043,101001
0,inverse_gap_squared,reinforce,1024,50010,0.0579512836141,0,0.552173913043,001001
0,inverse_gap_squared,reinforce,1024,50011,0.0539373418919,0,0.547826086957,001111
0,inverse_gap_squared,reinforce,1024,50012,0.0100348543055,0,0.547826086957,101111
0,inverse_gap_squared,reinforce,1024,50013,0.109742281668,0,0.404347826087,010110
0,inverse_gap_squared,reinforce,1024,50014,0.0628293377903,0,0.5,110001
0,inverse_gap_squared,reinforce,1024,50015,0.0874983546246,0,0.45652173913,000011
0,inverse_gap_squared,reinforce,1024,50016,0.0649756816279,0,0.460869565217,001000
0,inverse_gap_squared,reinforce,1024,50017,0.0844878983329,0,0.408695652174,000000
0,inverse_gap_squared,reinforce,1024,50018,0.0393031793631,0,0.547826086957,111111
0,inverse_gap_squared,reinforce,1024,50019,0.0362927230714,0,0.5,111100
0,inverse_gap_squared,reinforce,1024,50020,0.0832056669495,0,0.547826086957,011111
0,inverse_gap_squared,reinforce,1024,50021,0.073170812644,0,0.591304347826,011101
0,inverse_gap_squared,reinforce,1024,50022,0.073170812644,0,0.591304347826,011101
0,inverse_gap_squared,reinforce,1024,50023,0.0210731940415,0,0.460869565217,101000
0,inverse_gap_squared,reinforce,4096,50000,0.0579512836141,0,0.623913043478,001001
0,inverse_gap_squared,reinforce,4096,50001,0.0533519753907,0,0.558695652174,111011
0,inverse_gap_squared,reinforce,4096,50002,0.0393031793631,0,0.597826086957,111111
0,inverse_gap_squared,reinforce,4096,50003,0.0463275773769,0,0.384782608696,111110
0,inverse_gap_squared,reinforce,4096,50004,0.0558049397765,0,0.397826086957,110100
0,inverse_gap_squared,reinforce,4096,50005,0.0195122167051,0,0.610869565217,100101
0,inverse_gap_squared,reinforce,4096,50006,0.0734495585969,0,0.545652173913,000111
0,inverse_gap_squared,reinforce,4096,50007,0,1,0.663043478261,101101
0,inverse_gap_squared,reinforce,4096,50008,0.073170812644,0,0.663043478261,011101
0,inverse_gap_squared,reinforce,4096,50009,0.0140487960276,0,0.623913043478,101001
0,inverse_gap_squared,reinforce,4096,50010,0.0579512836141,0,0.623913043478,001001
0,inverse_gap_squared,reinforce,4096,50011,0.0539373418919,0,0.597826086957,001111
0,inverse_gap_squared,reinforce,4096,50012,0.0100348543055,0,0.597826086957,101111
0,inverse_gap_squared,reinforce,4096,50013,0.0926830293491,0,0.610869565217,010101
0,inverse_gap_squared,reinforce,4096,50014,0.0628293377903,0,0.571739130435,110001
0,inverse_gap_squared,reinforce,4096,50015,0.0874983546246,0,0.50652173913,000011
0,inverse_gap_squared,reinforce,4096,50016,0.0649756816279,0,0.410869565217,001000
0,inverse_gap_squared,reinforce,4096,50017,0.0844878983329,0,0.358695652174,000000
0,inverse_gap_squared,reinforce,4096,50018,0.0393031793631,0,0.597826086957,111111
0,inverse_gap_squared,reinforce,4096,50019,0.0362927230714,0,0.45,111100
0,inverse_gap_squared,reinforce,4096,50020,0.0832056669495,0,0.597826086957,011111
0,inverse_gap_squared,reinforce,4096,50021,0.073170812644,0,0.663043478261,011101
0,inverse_gap_squared,reinforce,4096,50022,0.073170812644,0,0.663043478261,011101
0,inverse_gap_squared,reinforce,4096,50023,0.0140487960276,0,0.623913043478,101001
0,difficulty_only,search,256,50000,0,1,0.700434782609,001001
0,difficulty_only,search,256,50001,0,1,0.665652173913,111011
0,difficulty_only,search,256,50002,0,1,0.652608695652,111111
0,difficulty_only,search,256,50003,0,1,0.652608695652,111111
0,difficulty_only,search,256,50004,0,1,0.643043478261,110101
0,difficulty_only,search,256,50005,0,1,0.643043478261,100101
0,difficulty_only,search,256,50006,0,1,0.634347826087,000111
0,difficulty_only,search,256,50007,0,1,0.674347826087,101101
0,difficulty_only,search,256,50008,0,1,0.700434782609,011001
0,difficulty_only,search,256,50009,0,1,0.687391304348,101001
0,difficulty_only,search,256,50010,0,1,0.700434782609,001001
0,difficulty_only,search,256,50011,0,1,0.678695652174,001011
0,difficulty_only,search,256,50012,0,1,0.634347826087,000111
0,difficulty_only,search,256,50013,0,1,0.647391304348,010011
0,difficulty_only,search,256,50014,0,1,0.634347826087,110011
0,difficulty_only,search,256,50015,0,1,0.647391304348,000011
0,difficulty_only,search,256,50016,0,1,0.700434782609,001001
0,difficulty_only,search,256,50017,0,1,0.669130434783,000001
0,difficulty_only,search,256,50018,0,1,0.678695652174,011011
0,difficulty_only,search,256,50019,0,1,0.674347826087,111101
0,difficulty_only,search,256,50020,0,1,0.665652173913,011111
0,difficulty_only,search,256,50021,0,1,0.656086956522,010101
0,difficulty_only,search,256,50022,0,1,0.687391304348,011101
0,difficulty_only,search,256,50023,0,1,0.700434782609,001001
0,difficulty_only,search,1024,50000,0,1,0.700434782609,001001
0,difficulty_only,search,1024,50001,0,1,0.665652173913,111011
0,difficulty_only,search,1024,50002,0,1,0.652608695652,111111
0,difficulty_only,search,1024,50003,0,1,0.652608695652,111111
0,difficulty_only,search,1024,50004,0,1,0.643043478261,110101
0,difficulty_only,search,1024,50005,0,1,0.643043478261,100101
0,difficulty_only,search,1024,50006,0,1,0.634347826087,000111
0,difficulty_only,search,1024,50007,0,1,0.674347826087,101101
0,difficulty_only,search,1024,50008,0,1,0.700434782609,011001
0,difficulty_only,search,1024,50009,0,1,0.687391304348,101001
0,difficulty_only,search,1024,50010,0,1,0.700434782609,001001
0,difficulty_only,search,1024,50011,0,1,0.678695652174,001011
0,difficulty_only,search,1024,50012,0,1,0.634347826087,000111
0,difficulty_only,search,1024,50013,0,1,0.647391304348,010011
0,difficulty_only,search,1024,50014,0,1,0.634347826087,110011
0,difficulty_only,search,1024,50015,0,1,0.647391304348,000011
0,difficulty_only,search,1024,50016,0,1,0.700434782609,001001
0,difficulty_only,search,1024,50017,0,1,0.669130434783,000001
0,difficulty_only,search,1024,50018,0,1,0.678695652174,011011
0,difficulty_only,search,1024,50019,0,1,0.674347826087,111101
0,difficulty_only,search,1024,50020,0,1,0.665652173913,011111
0,difficulty_only,search,1024,50021,0,1,0.656086956522,010101
0,difficulty_only,search,1024,50022,0,1,0.687391304348,011101
0,difficulty_only,search,1024,50023,0,1,0.700434782609,001001
0,difficulty_only,search,4096,50000,0,1,0.700434782609,001001
0,difficulty_only,search,4096,50001,0,1,0.665652173913,111011
0,difficulty_only,search,4096,50002,0,1,0.652608695652,111111
0,difficulty_only,search,4096,50003,0,1,0.652608695652,111111
0,difficulty_only,search,4096,50004,0,1,0.643043478261,110101
0,difficulty_only,search,4096,50005,0,1,0.643043478261,100101
0,difficulty_only,search,4096,50006,0,1,0.634347826087,000111
0,difficulty_only,search,4096,50007,0,1,0.674347826087,101101
0,difficulty_only,search,4096,50008,0,1,0.700434782609,011001
0,difficulty_only,search,4096,50009,0,1,0.687391304348,101001
0,difficulty_only,search,4096,50010,0,1,0.700434782609,001001
0,difficulty_only,search,4096,50011,0,1,0.678695652174,001011
0,difficulty_only,search,4096,50012,0,1,0.634347826087,000111
0,difficulty_only,search,4096,50013,0,1,0.647391304348,010011
0,difficulty_only,search,4096,50014,0,1,0.634347826087,110011
0,difficulty_only,search,4096,50015,0,1,0.647391304348,000011
0,difficulty_only,search,4096,50016,0,1,0.700434782609,001001
0,difficulty_only,search,4096,50017,0,1,0.669130434783,000001
0,difficulty_only,search,4096,50018,0,1,0.678695652174,011011
0,difficulty_only,search,4096,50019,0,1,0.674347826087,111101
0,difficulty_only,search,4096,50020,0,1,0.665652173913,011111
0,difficulty_only,search,4096,50021,0,1,0.656086956522,010101
0,difficulty_only,search,4096,50022,0,1,0.687391304348,011101
0,difficulty_only,search,4096,50023,0,1,0.700434782609,001001
0,difficulty_only,reinforce,256,50000,0,1,0.654782608696,001001
0,difficulty_only,reinforce,256,50001,0,1,0.62,111011
0,difficulty_only,reinforce,256,50002,0,1,0.606956521739,111111
0,difficulty_only,reinforce,256,50003,0.5,0,0.333043478261,111110
0,difficulty_only,reinforce,256,50004,0.5,0,0.32347826087,110100
0,difficulty_only,reinforce,256,50005,0,1,0.597391304348,100101
0,difficulty_only,reinforce,256,50006,0,1,0.588695652174,000111
0,difficulty_only,reinforce,256,50007,0,1,0.628695652174,101101
0,difficulty_only,reinforce,256,50008,0,1,0.654782608696,011001
0,difficulty_only,reinforce,256,50009,0,1,0.641739130435,101001
0,difficulty_only,reinforce,256,50010,0,1,0.654782608696,001001
0,difficulty_only,reinforce,256,50011,0,1,0.633043478261,001011
0,difficulty_only,reinforce,256,50012,0,1,0.588695652174,000111
0,difficulty_only,reinforce,256,50013,0,1,0.601739130435,010011
0,difficulty_only,reinforce,256,50014,0,1,0.588695652174,110011
0,difficulty_only,reinforce,256,50015,0,1,0.601739130435,000011
0,difficulty_only,reinforce,256,50016,0,1,0.654782608696,001001
0,difficulty_only,reinforce,256,50017,0.5,0,0.349565217391,000000
0,difficulty_only,reinforce,256,50018,0,1,0.633043478261,011011
0,difficulty_only,reinforce,256,50019,0,1,0.628695652174,111101
0,difficulty_only,reinforce,256,50020,0,1,0.62,011111
0,difficulty_only,reinforce,256,50021,0,1,0.610434782609,010101
0,difficulty_only,reinforce,256,50022,0,1,0.641739130435,011101
0,difficulty_only,reinforce,256,50023,0,1,0.654782608696,001001
0,difficulty_only,reinforce,1024,50000,0,1,0.654782608696,001001
0,difficulty_only,reinforce,1024,50001,0,1,0.62,111011
0,difficulty_only,reinforce,1024,50002,0,1,0.606956521739,111111
0,difficulty_only,reinforce,1024,50003,0.5,0,0.333043478261,111110
0,difficulty_only,reinforce,1024,50004,0.5,0,0.32347826087,110100
0,difficulty_only,reinforce,1024,50005,0,1,0.597391304348,100101
0,difficulty_only,reinforce,1024,50006,0,1,0.588695652174,000111
0,difficulty_only,reinforce,1024,50007,0,1,0.628695652174,101101
0,difficulty_only,reinforce,1024,50008,0,1,0.654782608696,011001
0,difficulty_only,reinforce,1024,50009,0,1,0.641739130435,101001
0,difficulty_only,reinforce,1024,50010,0,1,0.654782608696,001001
0,difficulty_only,reinforce,1024,50011,0,1,0.633043478261,001011
0,difficulty_only,reinforce,1024,50012,0,1,0.588695652174,000111
0,difficulty_only,reinforce,1024,50013,0,1,0.601739130435,010011
0,difficulty_only,reinforce,1024,50014,0,1,0.588695652174,110011
0,difficulty_only,reinforce,1024,50015,0,1,0.601739130435,000011
0,difficulty_only,reinforce,1024,50016,0,1,0.654782608696,001001
0,difficulty_only,reinforce,1024,50017,0.5,0,0.349565217391,000000
0,difficulty_only,reinforce,1024,50018,0,1,0.633043478261,011011
0,difficulty_only,reinforce,1024,50019,0,1,0.628695652174,111101
0,difficulty_only,reinforce,1024,50020,0,1,0.62,011111
0,difficulty_only,reinforce,1024,50021,0,1,0.610434782609,010101
0,difficulty_only,reinforce,1024,50022,0,1,0.641739130435,011101
0,difficulty_only,reinforce,1024,50023,0,1,0.654782608696,001001
0,difficulty_only,reinforce,4096,50000,0,1,0.654782608696,001001
0,difficulty_only,reinforce,4096,50001,0,1,0.62,111011
0,difficulty_only,reinforce,4096,50002,0,1,0.606956521739,111111
0,difficulty_only,reinforce,4096,50003,0.5,0,0.333043478261,111110
0,difficulty_only,reinforce,4096,50004,0.5,0,0.32347826087,110100
0,difficulty_only,reinforce,4096,50005,0,1,0.597391304348,100101
0,difficulty_only,reinforce,4096,50006,0,1,0.588695652174,000111
0,difficulty_only,reinforce,4096,50007,0,1,0.628695652174,101101
0,difficulty_only,reinforce,4096,50008,0,1,0.654782608696,011001
0,difficulty_only,reinforce,4096,50009,0,1,0.641739130435,101001
0,difficulty_only,reinforce,4096,50010,0,1,0.654782608696,001001
0,difficulty_only,reinforce,4096,50011,0,1,0.633043478261,001011
0,difficulty_only,reinforce,4096,50012,0,1,0.588695652174,000111
0,difficulty_only,reinforce,4096,50013,0,1,0.601739130435,010011
0,difficulty_only,reinforce,4096,50014,0,1,0.588695652174,110011
0,difficulty_only,reinforce,4096,50015,0,1,0.601739130435,000011
0,difficulty_only,reinforce,4096,50016,0,1,0.654782608696,001001
0,difficulty_only,reinforce,4096,50017,0.5,0,0.349565217391,000000
0,difficulty_only,reinforce,4096,50018,0,1,0.633043478261,011011
0,difficulty_only,reinforce,4096,50019,0,1,0.628695652174,111101
0,difficulty_only,reinforce,4096,50020,0,1,0.62,011111
0,difficulty_only,reinforce,4096,50021,0,1,0.610434782609,010101
0,difficulty_only,reinforce,4096,50022,0,1,0.641739130435,011101
0,difficulty_only,reinforce,4096,50023,0,1,0.654782608696,001001
0,coverage_lp,search,256,50000,0.0879274249826,0,0.661739130435,011111
0,coverage_lp,search,256,50001,0,1,0.907826086957,101101
0,coverage_lp,search,256,50002,0,1,0.907826086957,101101
0,coverage_lp,search,256,50003,0,1,0.907826086957,101101
0,coverage_lp,search,256,50004,0,1,0.907826086957,101101
0,coverage_lp,search,256,50005,0,1,0.907826086957,101101
0,coverage_lp,search,256,50006,0,1,0.920869565217,001101
0,coverage_lp,search,256,50007,0.0439637124913,0,0.866086956522,111101
0,coverage_lp,search,256,50008,0.0439637124913,0,0.81652173913,000101
0,coverage_lp,search,256,50009,0.0439637124913,0,0.866086956522,111101
0,coverage_lp,search,256,50010,0,1,0.920869565217,001101
0,coverage_lp,search,256,50011,0,1,0.920869565217,001101
0,coverage_lp,search,256,50012,0,1,0.920869565217,001101
0,coverage_lp,search,256,50013,0,1,0.920869565217,001101
0,coverage_lp,search,256,50014,0.0439637124913,0,0.80347826087,100101
0,coverage_lp,search,256,50015,0.0439637124913,0,0.777391304348,001001
0,coverage_lp,search,256,50016,0,1,0.920869565217,001101
0,coverage_lp,search,256,50017,0,1,0.920869565217,001101
0,coverage_lp,search,256,50018,0,1,0.920869565217,001101
0,coverage_lp,search,256,50019,0,1,0.907826086957,101101
0,coverage_lp,search,256,50020,0.0439637124913,0,0.879130434783,011101
0,coverage_lp,search,256,50021,0.0439637124913,0,0.879130434783,011101
0,coverage_lp,search,256,50022,0,1,0.920869565217,001101
0,coverage_lp,search,256,50023,0.0879274249826,0,0.661739130435,011111
0,coverage_lp,search,1024,50000,0,1,0.97347826087,001101
0,coverage_lp,search,1024,50001,0,1,0.960434782609,101101
0,coverage_lp,search,1024,50002,0,1,0.960434782609,101101
0,coverage_lp,search,1024,50003,0,1,0.960434782609,101101
0,coverage_lp,search,1024,50004,0,1,0.960434782609,101101
0,coverage_lp,search,1024,50005,0,1,0.960434782609,101101
0,coverage_lp,search,1024,50006,0,1,0.97347826087,001101
0,coverage_lp,search,1024,50007,0,1,0.960434782609,101101
0,coverage_lp,search,1024,50008,0,1,0.97347826087,001101
0,coverage_lp,search,1024,50009,0,1,0.960434782609,101101
0,coverage_lp,search,1024,50010,0,1,0.97347826087,001101
0,coverage_lp,search,1024,50011,0,1,0.97347826087,001101
0,coverage_lp,search,1024,50012,0.0439637124913,0,0.903913043478,011101
0,coverage_lp,search,1024,50013,0,1,0.97347826087,001101
0,coverage_lp,search,1024,50014,0,1,0.960434782609,101101
0,coverage_lp,search,1024,50015,0,1,0.97347826087,001101
0,coverage_lp,search,1024,50016,0,1,0.97347826087,001101
0,coverage_lp,search,1024,50017,0,1,0.97347826087,001101
0,coverage_lp,search,1024,50018,0,1,0.97347826087,001101
0,coverage_lp,search,1024,50019,0,1,0.960434782609,101101
0,coverage_lp,search,1024,50020,0,1,0.97347826087,001101
0,coverage_lp,search,1024,50021,0,1,0.97347826087,001101
0,coverage_lp,search,1024,50022,0,1,0.97347826087,001101
0,coverage_lp,search,1024,50023,0.0439637124913,0,0.903913043478,011101
0,coverage_lp,search,4096,50000,0,1,0.980434782609,001101
0,coverage_lp,search,4096,50001,0,1,0.967391304348,101101
0,coverage_lp,search,4096,50002,0,1,0.967391304348,101101
0,coverage_lp,search,4096,50003,0,1,0.967391304348,101101
0,coverage_lp,search,4096,50004,0,1,0.967391304348,101101
0,coverage_lp,search,4096,50005,0,1,0.967391304348,101101
0,coverage_lp,search,4096,50006,0,1,0.980434782609,001101
0,coverage_lp,search,4096,50007,0,1,0.967391304348,101101
0,coverage_lp,search,4096,50008,0,1,0.980434782609,001101
0,coverage_lp,search,4096,50009,0,1,0.967391304348,101101
0,coverage_lp,search,4096,50010,0,1,0.980434782609,001101
0,coverage_lp,search,4096,50011,0,1,0.980434782609,001101
0,coverage_lp,search,4096,50012,0,1,0.980434782609,001101
0,coverage_lp,search,4096,50013,0,1,0.980434782609,001101
0,coverage_lp,search,4096,50014,0,1,0.967391304348,101101
0,coverage_lp,search,4096,50015,0,1,0.980434782609,001101
0,coverage_lp,search,4096,50016,0,1,0.980434782609,001101
0,coverage_lp,search,4096,50017,0,1,0.980434782609,001101
0,coverage_lp,search,4096,50018,0,1,0.980434782609,001101
0,coverage_lp,search,4096,50019,0,1,0.967391304348,101101
0,coverage_lp,search,4096,50020,0,1,0.980434782609,001101
0,coverage_lp,search,4096,50021,0,1,0.980434782609,001101
0,coverage_lp,search,4096,50022,0,1,0.980434782609,001101
0,coverage_lp,search,4096,50023,0,1,0.980434782609,001101
0,coverage_lp,reinforce,256,50000,0.0439637124913,0,0.619565217391,001001
0,coverage_lp,reinforce,256,50001,0.131891137474,0,0.541304347826,111011
0,coverage_lp,reinforce,256,50002,0.131891137474,0,0.389130434783,111110
0,coverage_lp,reinforce,256,50003,0.131891137474,0,0.389130434783,111110
0,coverage_lp,reinforce,256,50004,0.0879274249826,0,0.402173913043,100100
0,coverage_lp,reinforce,256,50005,0.0439637124913,0,0.554347826087,100101
