neutral,method,learner,budget,seed,gap,qualified,mean_partner_return,bits
0,coverage_lp,reinforce,256,50006,0.0879274249826,0,0.502173913043,000111
0,coverage_lp,reinforce,256,50007,0,1,0.60652173913,101101
0,coverage_lp,reinforce,256,50008,0.0879274249826,0,0.619565217391,011001
0,coverage_lp,reinforce,256,50009,0.0439637124913,0,0.60652173913,101001
0,coverage_lp,reinforce,256,50010,0.0439637124913,0,0.619565217391,001001
0,coverage_lp,reinforce,256,50011,0.0879274249826,0,0.554347826087,001011
0,coverage_lp,reinforce,256,50012,0,1,0.619565217391,001101
0,coverage_lp,reinforce,256,50013,0.175854849965,0,0.415217391304,010000
0,coverage_lp,reinforce,256,50014,0.175854849965,0,0.489130434783,110011
0,coverage_lp,reinforce,256,50015,0.175854849965,0,0.502173913043,010011
0,coverage_lp,reinforce,256,50016,0.0879274249826,0,0.467391304348,001000
0,coverage_lp,reinforce,256,50017,0.0879274249826,0,0.467391304348,001000
0,coverage_lp,reinforce,256,50018,0.0879274249826,0,0.554347826087,011111
0,coverage_lp,reinforce,256,50019,0.0879274249826,0,0.454347826087,111100
0,coverage_lp,reinforce,256,50020,0.0879274249826,0,0.554347826087,011111
0,coverage_lp,reinforce,256,50021,0.0879274249826,0,0.567391304348,010101
0,coverage_lp,reinforce,256,50022,0.0439637124913,0,0.619565217391,011101
0,coverage_lp,reinforce,256,50023,0.0439637124913,0,0.619565217391,001001
0,coverage_lp,reinforce,1024,50000,0.0439637124913,0,0.620869565217,001001
0,coverage_lp,reinforce,1024,50001,0.131891137474,0,0.520869565217,111011
0,coverage_lp,reinforce,1024,50002,0.0879274249826,0,0.56,111111
0,coverage_lp,reinforce,1024,50003,0.0879274249826,0,0.464347826087,111100
0,coverage_lp,reinforce,1024,50004,0.0879274249826,0,0.422608695652,100100
0,coverage_lp,reinforce,1024,50005,0.0439637124913,0,0.605217391304,100101
0,coverage_lp,reinforce,1024,50006,0.0879274249826,0,0.531304347826,000111
0,coverage_lp,reinforce,1024,50007,0,1,0.646956521739,101101
0,coverage_lp,reinforce,1024,50008,0.0439637124913,0,0.66,011101
0,coverage_lp,reinforce,1024,50009,0.0439637124913,0,0.607826086957,101001
0,coverage_lp,reinforce,1024,50010,0.0439637124913,0,0.620869565217,001001
0,coverage_lp,reinforce,1024,50011,0.0439637124913,0,0.573043478261,001111
0,coverage_lp,reinforce,1024,50012,0,1,0.66,001101
0,coverage_lp,reinforce,1024,50013,0.131891137474,0,0.435652173913,010100
0,coverage_lp,reinforce,1024,50014,0.175854849965,0,0.479130434783,110011
0,coverage_lp,reinforce,1024,50015,0.175854849965,0,0.492173913043,010011
0,coverage_lp,reinforce,1024,50016,0.0879274249826,0,0.438260869565,001000
0,coverage_lp,reinforce,1024,50017,0.131891137474,0,0.39652173913,000000
0,coverage_lp,reinforce,1024,50018,0.0879274249826,0,0.573043478261,011111
0,coverage_lp,reinforce,1024,50019,0.0879274249826,0,0.464347826087,111100
0,coverage_lp,reinforce,1024,50020,0.0879274249826,0,0.573043478261,011111
0,coverage_lp,reinforce,1024,50021,0.0879274249826,0,0.618260869565,010101
0,coverage_lp,reinforce,1024,50022,0.0439637124913,0,0.66,011101
0,coverage_lp,reinforce,1024,50023,0.0439637124913,0,0.620869565217,001001
0,coverage_lp,reinforce,4096,50000,0.0439637124913,0,0.646956521739,001001
0,coverage_lp,reinforce,4096,50001,0.0879274249826,0,0.633913043478,111001
0,coverage_lp,reinforce,4096,50002,0.0879274249826,0,0.564347826087,111111
0,coverage_lp,reinforce,4096,50003,0.0879274249826,0,0.46,111100
0,coverage_lp,reinforce,4096,50004,0.0879274249826,0,0.418260869565,100100
0,coverage_lp,reinforce,4096,50005,0.0439637124913,0,0.631304347826,100101
0,coverage_lp,reinforce,4096,50006,0.0879274249826,0,0.535652173913,000111
0,coverage_lp,reinforce,4096,50007,0,1,0.673043478261,101101
0,coverage_lp,reinforce,4096,50008,0.0439637124913,0,0.686086956522,011101
0,coverage_lp,reinforce,4096,50009,0.0439637124913,0,0.633913043478,101001
0,coverage_lp,reinforce,4096,50010,0.0439637124913,0,0.646956521739,001001
0,coverage_lp,reinforce,4096,50011,0.0439637124913,0,0.577391304348,001111
0,coverage_lp,reinforce,4096,50012,0,1,0.686086956522,001101
0,coverage_lp,reinforce,4096,50013,0.0879274249826,0,0.644347826087,010101
0,coverage_lp,reinforce,4096,50014,0.175854849965,0,0.48347826087,110011
0,coverage_lp,reinforce,4096,50015,0.175854849965,0,0.49652173913,010011
0,coverage_lp,reinforce,4096,50016,0.0879274249826,0,0.433913043478,001000
0,coverage_lp,reinforce,4096,50017,0.131891137474,0,0.392173913043,000000
0,coverage_lp,reinforce,4096,50018,0.0879274249826,0,0.577391304348,011111
0,coverage_lp,reinforce,4096,50019,0.0879274249826,0,0.46,111100
0,coverage_lp,reinforce,4096,50020,0.0879274249826,0,0.577391304348,011111
0,coverage_lp,reinforce,4096,50021,0.0879274249826,0,0.644347826087,010101
0,coverage_lp,reinforce,4096,50022,0.0439637124913,0,0.686086956522,011101
0,coverage_lp,reinforce,4096,50023,0.0439637124913,0,0.646956521739,001001
0,feature_diversity,search,256,50000,0.03,0,0.749130434783,111101
0,feature_diversity,search,256,50001,0,1,0.769130434783,101111
0,feature_diversity,search,256,50002,0.03,0,0.727391304348,111111
0,feature_diversity,search,256,50003,0,1,0.769130434783,101111
0,feature_diversity,search,256,50004,0,1,0.759565217391,100101
0,feature_diversity,search,256,50005,0.03,0,0.717826086957,110101
0,feature_diversity,search,256,50006,0.02,0,0.716086956522,000111
0,feature_diversity,search,256,50007,0,1,0.790869565217,101101
0,feature_diversity,search,256,50008,0.02,0,0.769130434783,001101
0,feature_diversity,search,256,50009,0,1,0.790869565217,101101
0,feature_diversity,search,256,50010,0,1,0.790869565217,101101
0,feature_diversity,search,256,50011,0.0625,0,0.625652173913,101011
0,feature_diversity,search,256,50012,0.03,0,0.696086956522,110111
0,feature_diversity,search,256,50013,0,1,0.737826086957,100111
0,feature_diversity,search,256,50014,0,1,0.737826086957,100111
0,feature_diversity,search,256,50015,0,1,0.737826086957,100111
0,feature_diversity,search,256,50016,0.02,0,0.769130434783,001101
0,feature_diversity,search,256,50017,0.02,0,0.737826086957,000101
0,feature_diversity,search,256,50018,0.02,0,0.747391304348,001111
0,feature_diversity,search,256,50019,0.03,0,0.749130434783,111101
0,feature_diversity,search,256,50020,0.02,0,0.747391304348,001111
0,feature_diversity,search,256,50021,0,1,0.759565217391,100101
0,feature_diversity,search,256,50022,0.02,0,0.769130434783,001101
0,feature_diversity,search,256,50023,0.03,0,0.749130434783,111101
0,feature_diversity,search,1024,50000,0.03,0,0.759565217391,111101
0,feature_diversity,search,1024,50001,0,1,0.79347826087,101111
0,feature_diversity,search,1024,50002,0.03,0,0.737826086957,111111
0,feature_diversity,search,1024,50003,0,1,0.79347826087,101111
0,feature_diversity,search,1024,50004,0,1,0.783913043478,100101
0,feature_diversity,search,1024,50005,0.03,0,0.728260869565,110101
0,feature_diversity,search,1024,50006,0,1,0.762173913043,100111
0,feature_diversity,search,1024,50007,0,1,0.815217391304,101101
0,feature_diversity,search,1024,50008,0.02,0,0.771739130435,001101
0,feature_diversity,search,1024,50009,0,1,0.815217391304,101101
0,feature_diversity,search,1024,50010,0,1,0.815217391304,101101
0,feature_diversity,search,1024,50011,0,1,0.79347826087,101111
0,feature_diversity,search,1024,50012,0,1,0.762173913043,100111
0,feature_diversity,search,1024,50013,0,1,0.762173913043,100111
0,feature_diversity,search,1024,50014,0,1,0.762173913043,100111
0,feature_diversity,search,1024,50015,0,1,0.762173913043,100111
0,feature_diversity,search,1024,50016,0,1,0.815217391304,101101
0,feature_diversity,search,1024,50017,0,1,0.783913043478,100101
0,feature_diversity,search,1024,50018,0.02,0,0.75,001111
0,feature_diversity,search,1024,50019,0,1,0.815217391304,101101
0,feature_diversity,search,1024,50020,0.03,0,0.737826086957,111111
0,feature_diversity,search,1024,50021,0,1,0.783913043478,100101
0,feature_diversity,search,1024,50022,0,1,0.815217391304,101101
0,feature_diversity,search,1024,50023,0,1,0.815217391304,101101
0,feature_diversity,search,4096,50000,0,1,0.83,101101
0,feature_diversity,search,4096,50001,0,1,0.808260869565,101111
0,feature_diversity,search,4096,50002,0.03,0,0.731739130435,111111
0,feature_diversity,search,4096,50003,0,1,0.808260869565,101111
0,feature_diversity,search,4096,50004,0,1,0.798695652174,100101
0,feature_diversity,search,4096,50005,0,1,0.798695652174,100101
0,feature_diversity,search,4096,50006,0,1,0.776956521739,100111
0,feature_diversity,search,4096,50007,0,1,0.83,101101
0,feature_diversity,search,4096,50008,0,1,0.83,101101
0,feature_diversity,search,4096,50009,0,1,0.83,101101
0,feature_diversity,search,4096,50010,0,1,0.83,101101
0,feature_diversity,search,4096,50011,0,1,0.808260869565,101111
0,feature_diversity,search,4096,50012,0,1,0.776956521739,100111
0,feature_diversity,search,4096,50013,0,1,0.776956521739,100111
0,feature_diversity,search,4096,50014,0,1,0.776956521739,100111
0,feature_diversity,search,4096,50015,0,1,0.776956521739,100111
0,feature_diversity,search,4096,50016,0,1,0.83,101101
0,feature_diversity,search,4096,50017,0,1,0.798695652174,100101
0,feature_diversity,search,4096,50018,0,1,0.808260869565,101111
0,feature_diversity,search,4096,50019,0,1,0.83,101101
0,feature_diversity,search,4096,50020,0,1,0.808260869565,101111
0,feature_diversity,search,4096,50021,0,1,0.798695652174,100101
0,feature_diversity,search,4096,50022,0,1,0.83,101101
0,feature_diversity,search,4096,50023,0,1,0.83,101101
0,feature_diversity,reinforce,256,50000,0.0825,0,0.599565217391,001001
0,feature_diversity,reinforce,256,50001,0.0925,0,0.570869565217,111011
0,feature_diversity,reinforce,256,50002,0.155,0,0.388260869565,111110
0,feature_diversity,reinforce,256,50003,0.155,0,0.388260869565,111110
0,feature_diversity,reinforce,256,50004,0.125,0,0.385652173913,100100
0,feature_diversity,reinforce,256,50005,0,1,0.568260869565,100101
0,feature_diversity,reinforce,256,50006,0.02,0,0.54652173913,000111
0,feature_diversity,reinforce,256,50007,0,1,0.599565217391,101101
0,feature_diversity,reinforce,256,50008,0.1125,0,0.592608695652,011001
0,feature_diversity,reinforce,256,50009,0.0625,0,0.599565217391,101001
0,feature_diversity,reinforce,256,50010,0.0825,0,0.599565217391,001001
0,feature_diversity,reinforce,256,50011,0.0825,0,0.577826086957,001011
0,feature_diversity,reinforce,256,50012,0.02,0,0.54652173913,000111
0,feature_diversity,reinforce,256,50013,0.2375,0,0.356956521739,010010
0,feature_diversity,reinforce,256,50014,0.0925,0,0.539565217391,110011
0,feature_diversity,reinforce,256,50015,0.0625,0,0.54652173913,100011
0,feature_diversity,reinforce,256,50016,0.2075,0,0.416956521739,001000
0,feature_diversity,reinforce,256,50017,0.2075,0,0.385652173913,000000
0,feature_diversity,reinforce,256,50018,0.03,0,0.570869565217,111111
0,feature_diversity,reinforce,256,50019,0.03,0,0.592608695652,111101
0,feature_diversity,reinforce,256,50020,0.05,0,0.570869565217,011111
0,feature_diversity,reinforce,256,50021,0.05,0,0.561304347826,010101
0,feature_diversity,reinforce,256,50022,0.05,0,0.592608695652,011101
0,feature_diversity,reinforce,256,50023,0.0625,0,0.599565217391,101001
0,feature_diversity,reinforce,1024,50000,0.0825,0,0.62347826087,001001
0,feature_diversity,reinforce,1024,50001,0.0925,0,0.594782608696,111011
0,feature_diversity,reinforce,1024,50002,0.03,0,0.607826086957,111111
0,feature_diversity,reinforce,1024,50003,0.155,0,0.364347826087,111110
0,feature_diversity,reinforce,1024,50004,0.125,0,0.361739130435,100100
0,feature_diversity,reinforce,1024,50005,0,1,0.605217391304,100101
0,feature_diversity,reinforce,1024,50006,0.02,0,0.58347826087,000111
0,feature_diversity,reinforce,1024,50007,0,1,0.63652173913,101101
0,feature_diversity,reinforce,1024,50008,0.05,0,0.629565217391,011101
0,feature_diversity,reinforce,1024,50009,0.0625,0,0.62347826087,101001
0,feature_diversity,reinforce,1024,50010,0.0825,0,0.62347826087,001001
0,feature_diversity,reinforce,1024,50011,0.0825,0,0.601739130435,001011
0,feature_diversity,reinforce,1024,50012,0.02,0,0.58347826087,000111
0,feature_diversity,reinforce,1024,50013,0.1125,0,0.56347826087,010011
0,feature_diversity,reinforce,1024,50014,0.0925,0,0.56347826087,110011
0,feature_diversity,reinforce,1024,50015,0.0625,0,0.570434782609,100011
0,feature_diversity,reinforce,1024,50016,0.2075,0,0.38,001000
0,feature_diversity,reinforce,1024,50017,0.2075,0,0.348695652174,000000
0,feature_diversity,reinforce,1024,50018,0.03,0,0.607826086957,111111
0,feature_diversity,reinforce,1024,50019,0.03,0,0.629565217391,111101
0,feature_diversity,reinforce,1024,50020,0.05,0,0.607826086957,011111
0,feature_diversity,reinforce,1024,50021,0.05,0,0.598260869565,010101
0,feature_diversity,reinforce,1024,50022,0.05,0,0.629565217391,011101
0,feature_diversity,reinforce,1024,50023,0.0625,0,0.62347826087,101001
0,feature_diversity,reinforce,4096,50000,0.0825,0,0.638695652174,001001
0,feature_diversity,reinforce,4096,50001,0.0925,0,0.61,111011
0,feature_diversity,reinforce,4096,50002,0.03,0,0.623043478261,111111
0,feature_diversity,reinforce,4096,50003,0.03,0,0.623043478261,111111
0,feature_diversity,reinforce,4096,50004,0.125,0,0.34652173913,100100
0,feature_diversity,reinforce,4096,50005,0,1,0.620434782609,100101
0,feature_diversity,reinforce,4096,50006,0.02,0,0.598695652174,000111
0,feature_diversity,reinforce,4096,50007,0,1,0.651739130435,101101
0,feature_diversity,reinforce,4096,50008,0.05,0,0.644782608696,011101
0,feature_diversity,reinforce,4096,50009,0.0625,0,0.638695652174,101001
0,feature_diversity,reinforce,4096,50010,0.0825,0,0.638695652174,001001
0,feature_diversity,reinforce,4096,50011,0.0825,0,0.616956521739,001011
0,feature_diversity,reinforce,4096,50012,0.02,0,0.598695652174,000111
0,feature_diversity,reinforce,4096,50013,0.1125,0,0.578695652174,010011
0,feature_diversity,reinforce,4096,50014,0.0925,0,0.578695652174,110011
0,feature_diversity,reinforce,4096,50015,0.0625,0,0.585652173913,100011
0,feature_diversity,reinforce,4096,50016,0.2075,0,0.364782608696,001000
0,feature_diversity,reinforce,4096,50017,0.2075,0,0.33347826087,000000
0,feature_diversity,reinforce,4096,50018,0.03,0,0.623043478261,111111
0,feature_diversity,reinforce,4096,50019,0.03,0,0.644782608696,111101
0,feature_diversity,reinforce,4096,50020,0.05,0,0.623043478261,011111
0,feature_diversity,reinforce,4096,50021,0.05,0,0.61347826087,010101
0,feature_diversity,reinforce,4096,50022,0.05,0,0.644782608696,011101
0,feature_diversity,reinforce,4096,50023,0.0625,0,0.638695652174,101001
24,uniform,search,256,50000,0.0126666666667,0,0.578260869565,010101
24,uniform,search,256,50001,0.0326666666667,0,0.5,010011
24,uniform,search,256,50002,0.0216666666667,0,0.560869565217,110111
24,uniform,search,256,50003,0.00866666666667,0,0.585217391304,000101
24,uniform,search,256,50004,0.0253333333333,0,0.46347826087,000100
24,uniform,search,256,50005,0,1,0.578260869565,101101
24,uniform,search,256,50006,0.00266666666667,1,0.595652173913,001101
24,uniform,search,256,50007,0.0156666666667,0,0.571304347826,111111
24,uniform,search,256,50008,0.011,0,0.517391304348,001001
24,uniform,search,256,50009,0.0193333333333,0,0.473913043478,001100
24,uniform,search,256,50010,0.0216666666667,0,0.560869565217,110111
24,uniform,search,256,50011,0.017,0,0.506956521739,000001
24,uniform,search,256,50012,0.0383333333333,0,0.439130434783,110110
24,uniform,search,256,50013,0.0283333333333,0,0.45652173913,101110
24,uniform,search,256,50014,0.0226666666667,0,0.517391304348,001011
24,uniform,search,256,50015,0.025,0,0.378260869565,101000
24,uniform,search,256,50016,0.0243333333333,0,0.578260869565,010111
24,uniform,search,256,50017,0.037,0,0.46347826087,000110
24,uniform,search,256,50018,0.0183333333333,0,0.588695652174,011111
24,uniform,search,256,50019,0.00666666666667,0,0.588695652174,011101
24,uniform,search,256,50020,0.041,0,0.45652173913,010110
24,uniform,search,256,50021,0.0393333333333,0,0.395652173913,001010
24,uniform,search,256,50022,0.004,0,0.571304347826,111101
24,uniform,search,256,50023,0.00266666666667,1,0.595652173913,001101
24,uniform,search,1024,50000,0.006,0,0.757826086957,100101
24,uniform,search,1024,50001,0.021,0,0.65347826087,010001
24,uniform,search,1024,50002,0.0243333333333,0,0.627391304348,010111
24,uniform,search,1024,50003,0.00866666666667,0,0.757826086957,000101
24,uniform,search,1024,50004,0.00866666666667,0,0.757826086957,000101
24,uniform,search,1024,50005,0,1,0.768260869565,101101
24,uniform,search,1024,50006,0.01,0,0.757826086957,110101
24,uniform,search,1024,50007,0.004,0,0.768260869565,111101
24,uniform,search,1024,50008,0.00266666666667,1,0.768260869565,001101
24,uniform,search,1024,50009,0.011,0,0.663913043478,001001
24,uniform,search,1024,50010,0.0216666666667,0,0.627391304348,110111
24,uniform,search,1024,50011,0.017,0,0.65347826087,000001
24,uniform,search,1024,50012,0.0116666666667,0,0.637826086957,101111
24,uniform,search,1024,50013,0.00266666666667,1,0.768260869565,001101
24,uniform,search,1024,50014,0.00666666666667,0,0.768260869565,011101
24,uniform,search,1024,50015,0.0123333333333,0,0.663913043478,111001
24,uniform,search,1024,50016,0.0126666666667,0,0.757826086957,010101
24,uniform,search,1024,50017,0.0176666666667,0,0.627391304348,100111
24,uniform,search,1024,50018,0.004,0,0.768260869565,111101
24,uniform,search,1024,50019,0.0126666666667,0,0.757826086957,010101
24,uniform,search,1024,50020,0.0323333333333,0,0.303043478261,111110
24,uniform,search,1024,50021,0.0143333333333,0,0.637826086957,001111
24,uniform,search,1024,50022,0.004,0,0.768260869565,111101
24,uniform,search,1024,50023,0,1,0.768260869565,101101
24,uniform,search,4096,50000,0.0126666666667,0,0.823043478261,010101
24,uniform,search,4096,50001,0,1,0.872608695652,101101
24,uniform,search,4096,50002,0.0243333333333,0,0.605652173913,010111
24,uniform,search,4096,50003,0.00866666666667,0,0.836956521739,000101
24,uniform,search,4096,50004,0.006,0,0.841304347826,100101
24,uniform,search,4096,50005,0.0116666666667,0,0.655217391304,101111
24,uniform,search,4096,50006,0.0126666666667,0,0.823043478261,010101
24,uniform,search,4096,50007,0.01,0,0.827391304348,110101
24,uniform,search,4096,50008,0.00266666666667,1,0.868260869565,001101
24,uniform,search,4096,50009,0.00266666666667,1,0.868260869565,001101
24,uniform,search,4096,50010,0.01,0,0.827391304348,110101
24,uniform,search,4096,50011,0,1,0.872608695652,101101
24,uniform,search,4096,50012,0.00266666666667,1,0.868260869565,001101
24,uniform,search,4096,50013,0,1,0.872608695652,101101
24,uniform,search,4096,50014,0.00666666666667,0,0.854347826087,011101
24,uniform,search,4096,50015,0.01,0,0.827391304348,110101
24,uniform,search,4096,50016,0.00666666666667,0,0.854347826087,011101
24,uniform,search,4096,50017,0.006,0,0.841304347826,100101
24,uniform,search,4096,50018,0,1,0.872608695652,101101
24,uniform,search,4096,50019,0.00266666666667,1,0.868260869565,001101
24,uniform,search,4096,50020,0.00666666666667,0,0.854347826087,011101
24,uniform,search,4096,50021,0,1,0.872608695652,101101
24,uniform,search,4096,50022,0.004,0,0.858695652174,111101
24,uniform,search,4096,50023,0,1,0.872608695652,101101
24,uniform,reinforce,256,50000,0.00266666666667,1,0.581739130435,001101
24,uniform,reinforce,256,50001,0.024,0,0.507826086957,111011
24,uniform,reinforce,256,50002,0.0323333333333,0,0.442608695652,111110
24,uniform,reinforce,256,50003,0.0323333333333,0,0.442608695652,111110
24,uniform,reinforce,256,50004,0.0266666666667,0,0.444347826087,110100
24,uniform,reinforce,256,50005,0.006,0,0.535652173913,100101
24,uniform,reinforce,256,50006,0.037,0,0.405217391304,000110
24,uniform,reinforce,256,50007,0,1,0.577391304348,101101
24,uniform,reinforce,256,50008,0.015,0,0.555652173913,011001
24,uniform,reinforce,256,50009,0.00833333333333,0,0.551304347826,101001
24,uniform,reinforce,256,50010,0.011,0,0.555652173913,001001
24,uniform,reinforce,256,50011,0.02,0,0.507826086957,101011
24,uniform,reinforce,256,50012,0.0143333333333,0,0.538260869565,001111
24,uniform,reinforce,256,50013,0.0293333333333,0,0.448695652174,010100
24,uniform,reinforce,256,50014,0.03,0,0.466086956522,110011
24,uniform,reinforce,256,50015,0.0286666666667,0,0.470434782609,000011
24,uniform,reinforce,256,50016,0.0276666666667,0,0.464347826087,001000
24,uniform,reinforce,256,50017,0.0336666666667,0,0.422608695652,000000
24,uniform,reinforce,256,50018,0.0156666666667,0,0.533913043478,111111
24,uniform,reinforce,256,50019,0.0206666666667,0,0.486086956522,111100
24,uniform,reinforce,256,50020,0.0183333333333,0,0.538260869565,011111
24,uniform,reinforce,256,50021,0.0126666666667,0,0.54,010101
24,uniform,reinforce,256,50022,0.00666666666667,0,0.581739130435,011101
24,uniform,reinforce,256,50023,0.0276666666667,0,0.464347826087,001000
24,uniform,reinforce,1024,50000,0.00266666666667,1,0.6,001101
24,uniform,reinforce,1024,50001,0.024,0,0.530434782609,111011
24,uniform,reinforce,1024,50002,0.0156666666667,0,0.55652173913,111111
24,uniform,reinforce,1024,50003,0.0323333333333,0,0.434782608696,111110
24,uniform,reinforce,1024,50004,0.0266666666667,0,0.426086956522,110100
24,uniform,reinforce,1024,50005,0.006,0,0.547826086957,100101
24,uniform,reinforce,1024,50006,0.037,0,0.382608695652,000110
24,uniform,reinforce,1024,50007,0,1,0.6,101101
24,uniform,reinforce,1024,50008,0.015,0,0.573913043478,011001
24,uniform,reinforce,1024,50009,0.00833333333333,0,0.573913043478,101001
24,uniform,reinforce,1024,50010,0.011,0,0.573913043478,001001
24,uniform,reinforce,1024,50011,0.02,0,0.530434782609,101011
24,uniform,reinforce,1024,50012,0.0143333333333,0,0.55652173913,001111
24,uniform,reinforce,1024,50013,0.0293333333333,0,0.426086956522,010100
24,uniform,reinforce,1024,50014,0.03,0,0.478260869565,110011
24,uniform,reinforce,1024,50015,0.0286666666667,0,0.478260869565,000011
24,uniform,reinforce,1024,50016,0.0276666666667,0,0.452173913043,001000
24,uniform,reinforce,1024,50017,0.0336666666667,0,0.4,000000
24,uniform,reinforce,1024,50018,0.0156666666667,0,0.55652173913,111111
24,uniform,reinforce,1024,50019,0.0206666666667,0,0.478260869565,111100
24,uniform,reinforce,1024,50020,0.0183333333333,0,0.55652173913,011111
24,uniform,reinforce,1024,50021,0.00666666666667,0,0.6,011101
24,uniform,reinforce,1024,50022,0.00666666666667,0,0.6,011101
24,uniform,reinforce,1024,50023,0.025,0,0.452173913043,101000
24,uniform,reinforce,4096,50000,0.00266666666667,1,0.6,001101
24,uniform,reinforce,4096,50001,0.024,0,0.530434782609,111011
24,uniform,reinforce,4096,50002,0.0156666666667,0,0.55652173913,111111
24,uniform,reinforce,4096,50003,0.0323333333333,0,0.434782608696,111110
24,uniform,reinforce,4096,50004,0.0266666666667,0,0.426086956522,110100
24,uniform,reinforce,4096,50005,0.006,0,0.547826086957,100101
24,uniform,reinforce,4096,50006,0.037,0,0.382608695652,000110
24,uniform,reinforce,4096,50007,0,1,0.6,101101
24,uniform,reinforce,4096,50008,0.015,0,0.573913043478,011001
24,uniform,reinforce,4096,50009,0.00833333333333,0,0.573913043478,101001
24,uniform,reinforce,4096,50010,0.011,0,0.573913043478,001001
24,uniform,reinforce,4096,50011,0.02,0,0.530434782609,101011
24,uniform,reinforce,4096,50012,0.0143333333333,0,0.55652173913,001111
24,uniform,reinforce,4096,50013,0.0293333333333,0,0.426086956522,010100
24,uniform,reinforce,4096,50014,0.03,0,0.478260869565,110011
24,uniform,reinforce,4096,50015,0.0286666666667,0,0.478260869565,000011
24,uniform,reinforce,4096,50016,0.0276666666667,0,0.452173913043,001000
24,uniform,reinforce,4096,50017,0.0336666666667,0,0.4,000000
24,uniform,reinforce,4096,50018,0.0156666666667,0,0.55652173913,111111
24,uniform,reinforce,4096,50019,0.0206666666667,0,0.478260869565,111100
24,uniform,reinforce,4096,50020,0.0183333333333,0,0.55652173913,011111
24,uniform,reinforce,4096,50021,0.00666666666667,0,0.6,011101
24,uniform,reinforce,4096,50022,0.00666666666667,0,0.6,011101
24,uniform,reinforce,4096,50023,0.025,0,0.452173913043,101000
24,diagnostic_uniform,search,256,50000,0.0333333333333,0,0.85652173913,011101
24,diagnostic_uniform,search,256,50001,0.0133333333333,1,0.898260869565,001101
24,diagnostic_uniform,search,256,50002,0.0133333333333,1,0.898260869565,001101
24,diagnostic_uniform,search,256,50003,0.0633333333333,0,0.762608695652,010101
24,diagnostic_uniform,search,256,50004,0,1,0.906956521739,101101
24,diagnostic_uniform,search,256,50005,0.133333333333,0,0.508695652174,011011
24,diagnostic_uniform,search,256,50006,0,1,0.906956521739,101101
24,diagnostic_uniform,search,256,50007,0.0433333333333,0,0.804347826087,000101
24,diagnostic_uniform,search,256,50008,0.0883333333333,0,0.595652173913,100111
24,diagnostic_uniform,search,256,50009,0,1,0.906956521739,101101
24,diagnostic_uniform,search,256,50010,0,1,0.906956521739,101101
24,diagnostic_uniform,search,256,50011,0.02,0,0.865217391304,111101
24,diagnostic_uniform,search,256,50012,0.0133333333333,1,0.898260869565,001101
24,diagnostic_uniform,search,256,50013,0,1,0.906956521739,101101
24,diagnostic_uniform,search,256,50014,0.0133333333333,1,0.898260869565,001101
24,diagnostic_uniform,search,256,50015,0.02,0,0.865217391304,111101
24,diagnostic_uniform,search,256,50016,0.0133333333333,1,0.898260869565,001101
24,diagnostic_uniform,search,256,50017,0.0416666666667,0,0.77652173913,101001
24,diagnostic_uniform,search,256,50018,0,1,0.906956521739,101101
24,diagnostic_uniform,search,256,50019,0.02,0,0.865217391304,111101
24,diagnostic_uniform,search,256,50020,0,1,0.906956521739,101101
24,diagnostic_uniform,search,256,50021,0,1,0.906956521739,101101
24,diagnostic_uniform,search,256,50022,0,1,0.906956521739,101101
24,diagnostic_uniform,search,256,50023,0.0133333333333,1,0.898260869565,001101
24,diagnostic_uniform,search,1024,50000,0.0133333333333,1,0.947391304348,001101
24,diagnostic_uniform,search,1024,50001,0.0133333333333,1,0.947391304348,001101
24,diagnostic_uniform,search,1024,50002,0.02,0,0.90652173913,111101
24,diagnostic_uniform,search,1024,50003,0.0133333333333,1,0.947391304348,001101
24,diagnostic_uniform,search,1024,50004,0,1,0.969130434783,101101
24,diagnostic_uniform,search,1024,50005,0,1,0.969130434783,101101
24,diagnostic_uniform,search,1024,50006,0,1,0.969130434783,101101
24,diagnostic_uniform,search,1024,50007,0.0433333333333,0,0.832608695652,000101
24,diagnostic_uniform,search,1024,50008,0,1,0.969130434783,101101
24,diagnostic_uniform,search,1024,50009,0,1,0.969130434783,101101
24,diagnostic_uniform,search,1024,50010,0,1,0.969130434783,101101
24,diagnostic_uniform,search,1024,50011,0.0133333333333,1,0.947391304348,001101
24,diagnostic_uniform,search,1024,50012,0.02,0,0.90652173913,111101
24,diagnostic_uniform,search,1024,50013,0,1,0.969130434783,101101
24,diagnostic_uniform,search,1024,50014,0,1,0.969130434783,101101
24,diagnostic_uniform,search,1024,50015,0,1,0.969130434783,101101
24,diagnostic_uniform,search,1024,50016,0.0133333333333,1,0.947391304348,001101
24,diagnostic_uniform,search,1024,50017,0.0133333333333,1,0.947391304348,001101
24,diagnostic_uniform,search,1024,50018,0,1,0.969130434783,101101
24,diagnostic_uniform,search,1024,50019,0.02,0,0.90652173913,111101
24,diagnostic_uniform,search,1024,50020,0,1,0.969130434783,101101
24,diagnostic_uniform,search,1024,50021,0,1,0.969130434783,101101
24,diagnostic_uniform,search,1024,50022,0,1,0.969130434783,101101
24,diagnostic_uniform,search,1024,50023,0,1,0.969130434783,101101
24,diagnostic_uniform,search,4096,50000,0,1,0.997826086957,101101
24,diagnostic_uniform,search,4096,50001,0,1,0.997826086957,101101
