n,seed,eta,plugin,robust,actual,plugin_accept,robust_accept,plugin_false,robust_false,interval_covers
16,53,0.15,0.3125,0,0.16,1,0,0,0,1
16,54,0.075,0.1875,0,0.0953333333333,1,0,0,0,1
16,54,0.15,0.1875,0,0.0953333333333,1,0,1,0,1
16,55,0.075,0.5,0,0.186666666667,1,0,0,0,1
16,55,0.15,0.5,0,0.186666666667,1,0,0,0,1
16,56,0.075,0.4375,0,0,1,0,1,0,1
16,56,0.15,0.4375,0,0,1,0,1,0,1
16,57,0.075,0.5,0,0.213333333333,1,0,0,0,1
16,57,0.15,0.5,0,0.213333333333,1,0,0,0,1
16,58,0.075,0.3125,0,0.226666666667,1,0,0,0,1
16,58,0.15,0.3125,0,0.226666666667,1,0,0,0,1
16,59,0.075,0.1875,0,0.132,1,0,0,0,1
16,59,0.15,0.1875,0,0.132,1,0,1,0,1
16,60,0.075,0.4375,0,0.12,1,0,0,0,1
16,60,0.15,0.4375,0,0.12,1,0,1,0,1
16,61,0.075,0.25,0,0.0733333333333,1,0,1,0,1
16,61,0.15,0.25,0,0.0733333333333,1,0,1,0,1
16,62,0.075,0.375,0,0.146666666667,1,0,0,0,1
16,62,0.15,0.375,0,0.146666666667,1,0,1,0,1
16,63,0.075,0.375,0,0.16,1,0,0,0,1
16,63,0.15,0.375,0,0.16,1,0,0,0,1
16,64,0.075,0.375,0,0.0953333333333,1,0,0,0,1
16,64,0.15,0.375,0,0.0953333333333,1,0,1,0,1
16,65,0.075,0.5625,0,0.102666666667,1,0,0,0,1
16,65,0.15,0.5625,0,0.102666666667,1,0,1,0,1
16,66,0.075,0.3125,0,0.2,1,0,0,0,1
16,66,0.15,0.3125,0,0.2,1,0,0,0,1
16,67,0.075,0.3125,0,0.213333333333,1,0,0,0,1
16,67,0.15,0.3125,0,0.213333333333,1,0,0,0,1
16,68,0.075,0.4375,0,0.226666666667,1,0,0,0,1
16,68,0.15,0.4375,0,0.226666666667,1,0,0,0,1
16,69,0.075,0.375,0,0.24,1,0,0,0,1
16,69,0.15,0.375,0,0.24,1,0,0,0,1
16,70,0.075,0.3125,0,0.066,1,0,1,0,1
16,70,0.15,0.3125,0,0.066,1,0,1,0,1
16,71,0.075,0.375,0,0.133333333333,1,0,0,0,1
16,71,0.15,0.375,0,0.133333333333,1,0,1,0,1
16,72,0.075,0.25,0,0.0806666666667,1,0,0,0,1
16,72,0.15,0.25,0,0.0806666666667,1,0,1,0,1
16,73,0.075,0.3125,0,0.088,1,0,0,0,1
16,73,0.15,0.3125,0,0.088,1,0,1,0,1
16,74,0.075,0.1875,0,0.0953333333333,1,0,0,0,1
16,74,0.15,0.1875,0,0.0953333333333,1,0,1,0,1
16,75,0.075,0.3125,0,0.186666666667,1,0,0,0,1
16,75,0.15,0.3125,0,0.186666666667,1,0,0,0,1
16,76,0.075,0.375,0,0.2,1,0,0,0,1
16,76,0.15,0.375,0,0.2,1,0,0,0,1
16,77,0.075,0.3125,0,0.213333333333,1,0,0,0,1
16,77,0.15,0.3125,0,0.213333333333,1,0,0,0,1
16,78,0.075,0.25,0,0.226666666667,1,0,0,0,1
16,78,0.15,0.25,0,0.226666666667,1,0,0,0,1
16,79,0.075,0.1875,0,0.132,1,0,0,0,1
16,79,0.15,0.1875,0,0.132,1,0,1,0,1
16,80,0.075,0.25,0,0.066,1,0,1,0,1
16,80,0.15,0.25,0,0.066,1,0,1,0,1
16,81,0.075,0.3125,0,0.133333333333,1,0,0,0,1
16,81,0.15,0.3125,0,0.133333333333,1,0,1,0,1
16,82,0.075,0.5,0,0.146666666667,1,0,0,0,1
16,82,0.15,0.5,0,0.146666666667,1,0,1,0,1
16,83,0.075,0.4375,0,0.088,1,0,0,0,1
16,83,0.15,0.4375,0,0.088,1,0,1,0,1
16,84,0.075,0.1875,0,0.173333333333,1,0,0,0,1
16,84,0.15,0.1875,0,0.173333333333,1,0,0,0,1
16,85,0.075,0.375,0,0.186666666667,1,0,0,0,1
16,85,0.15,0.375,0,0.186666666667,1,0,0,0,1
16,86,0.075,0.1875,0,0.11,1,0,0,0,1
16,86,0.15,0.1875,0,0.11,1,0,1,0,1
16,87,0.075,0.3125,0,0.117333333333,1,0,0,0,1
16,87,0.15,0.3125,0,0.117333333333,1,0,1,0,1
16,88,0.075,0.4375,0,0.226666666667,1,0,0,0,1
16,88,0.15,0.4375,0,0.226666666667,1,0,0,0,1
16,89,0.075,0.3125,0,0.132,1,0,0,0,1
16,89,0.15,0.3125,0,0.132,1,0,1,0,1
16,90,0.075,0.5,0,0.066,1,0,1,0,1
16,90,0.15,0.5,0,0.066,1,0,1,0,1
16,91,0.075,0.3125,0,0.0733333333333,1,0,1,0,1
16,91,0.15,0.3125,0,0.0733333333333,1,0,1,0,1
16,92,0.075,0.3125,0,0.146666666667,1,0,0,0,1
16,92,0.15,0.3125,0,0.146666666667,1,0,1,0,1
16,93,0.075,0.5625,0,0.16,1,0,0,0,1
16,93,0.15,0.5625,0,0.16,1,0,0,0,1
16,94,0.075,0.3125,0,0.0953333333333,1,0,0,0,1
16,94,0.15,0.3125,0,0.0953333333333,1,0,1,0,1
16,95,0.075,0.25,0,0.186666666667,1,0,0,0,1
16,95,0.15,0.25,0,0.186666666667,1,0,0,0,1
16,96,0.075,0.375,0,0.2,1,0,0,0,1
16,96,0.15,0.375,0,0.2,1,0,0,0,1
16,97,0.075,0.5,0,0.213333333333,1,0,0,0,1
16,97,0.15,0.5,0,0.213333333333,1,0,0,0,1
16,98,0.075,0.3125,0,0.124666666667,1,0,0,0,1
16,98,0.15,0.3125,0,0.124666666667,1,0,1,0,1
16,99,0.075,0.3125,0,0.24,1,0,0,0,1
16,99,0.15,0.3125,0,0.24,1,0,0,0,1
64,0,0.075,0.125,0,0.12,1,0,0,0,1
64,0,0.15,0.125,0,0.12,0,0,0,0,1
64,1,0.075,0.171875,0,0.133333333333,1,0,0,0,1
64,1,0.15,0.171875,0,0.133333333333,1,0,1,0,1
64,2,0.075,0.265625,0,0.146666666667,1,0,0,0,1
64,2,0.15,0.265625,0,0.146666666667,1,0,1,0,1
64,3,0.075,0.265625,0,0.16,1,0,0,0,1
64,3,0.15,0.265625,0,0.16,1,0,0,0,1
64,4,0.075,0.34375,0,0.173333333333,1,0,0,0,1
64,4,0.15,0.34375,0,0.173333333333,1,0,0,0,1
64,5,0.075,0.28125,0,0.186666666667,1,0,0,0,1
64,5,0.15,0.28125,0,0.186666666667,1,0,0,0,1
64,6,0.075,0.234375,0,0.11,1,0,0,0,1
64,6,0.15,0.234375,0,0.11,1,0,1,0,1
64,7,0.075,0.359375,0,0.213333333333,1,0,0,0,1
64,7,0.15,0.359375,0,0.213333333333,1,0,0,0,1
64,8,0.075,0.265625,0,0.226666666667,1,0,0,0,1
64,8,0.15,0.265625,0,0.226666666667,1,0,0,0,1
64,9,0.075,0.1875,0,0.132,1,0,0,0,1
64,9,0.15,0.1875,0,0.132,1,0,1,0,1
64,10,0.075,0.203125,0,0,1,0,1,0,1
64,10,0.15,0.203125,0,0,1,0,1,0,1
64,11,0.075,0.28125,0,0.133333333333,1,0,0,0,1
64,11,0.15,0.28125,0,0.133333333333,1,0,1,0,1
64,12,0.075,0.125,0,0.0806666666667,1,0,0,0,1
64,12,0.15,0.125,0,0.0806666666667,0,0,0,0,1
64,13,0.075,0.140625,0,0.16,1,0,0,0,1
64,13,0.15,0.140625,0,0.16,0,0,0,0,1
64,14,0.075,0.140625,0,0.0953333333333,1,0,0,0,1
64,14,0.15,0.140625,0,0.0953333333333,0,0,0,0,1
64,15,0.075,0.21875,0,0.186666666667,1,0,0,0,1
64,15,0.15,0.21875,0,0.186666666667,1,0,0,0,1
64,16,0.075,0.203125,0,0.2,1,0,0,0,1
64,16,0.15,0.203125,0,0.2,1,0,0,0,1
64,17,0.075,0.265625,0,0.213333333333,1,0,0,0,1
64,17,0.15,0.265625,0,0.213333333333,1,0,0,0,1
64,18,0.075,0.359375,0,0.226666666667,1,0,0,0,1
64,18,0.15,0.359375,0,0.226666666667,1,0,0,0,1
64,19,0.075,0.359375,0,0.24,1,0,0,0,1
64,19,0.15,0.359375,0,0.24,1,0,0,0,1
64,20,0.075,0.125,0,0.12,1,0,0,0,1
64,20,0.15,0.125,0,0.12,0,0,0,0,1
64,21,0.075,0.171875,0,0.133333333333,1,0,0,0,1
64,21,0.15,0.171875,0,0.133333333333,1,0,1,0,1
64,22,0.075,0.171875,0,0.146666666667,1,0,0,0,1
64,22,0.15,0.171875,0,0.146666666667,1,0,1,0,1
64,23,0.075,0.234375,0,0.16,1,0,0,0,1
64,23,0.15,0.234375,0,0.16,1,0,0,0,1
64,24,0.075,0.25,0,0.173333333333,1,0,0,0,1
64,24,0.15,0.25,0,0.173333333333,1,0,0,0,1
64,25,0.075,0.28125,0,0.186666666667,1,0,0,0,1
64,25,0.15,0.28125,0,0.186666666667,1,0,0,0,1
64,26,0.075,0.328125,0,0.2,1,0,0,0,1
64,26,0.15,0.328125,0,0.2,1,0,0,0,1
64,27,0.075,0.34375,0,0.213333333333,1,0,0,0,1
64,27,0.15,0.34375,0,0.213333333333,1,0,0,0,1
64,28,0.075,0.234375,0,0.226666666667,1,0,0,0,1
64,28,0.15,0.234375,0,0.226666666667,1,0,0,0,1
64,29,0.075,0.15625,0,0.132,1,0,0,0,1
64,29,0.15,0.15625,0,0.132,1,0,1,0,1
64,30,0.075,0.203125,0,0.12,1,0,0,0,1
64,30,0.15,0.203125,0,0.12,1,0,1,0,1
64,31,0.075,0.265625,0,0.133333333333,1,0,0,0,1
64,31,0.15,0.265625,0,0.133333333333,1,0,1,0,1
64,32,0.075,0.1875,0,0.0806666666667,1,0,0,0,1
64,32,0.15,0.1875,0,0.0806666666667,1,0,1,0,1
64,33,0.075,0.203125,0,0.16,1,0,0,0,1
64,33,0.15,0.203125,0,0.16,1,0,0,0,1
64,34,0.075,0.203125,0,0.0953333333333,1,0,0,0,1
64,34,0.15,0.203125,0,0.0953333333333,1,0,1,0,1
64,35,0.075,0.28125,0,0.186666666667,1,0,0,0,1
64,35,0.15,0.28125,0,0.186666666667,1,0,0,0,1
64,36,0.075,0.328125,0,0.2,1,0,0,0,1
64,36,0.15,0.328125,0,0.2,1,0,0,0,1
64,37,0.075,0.40625,0,0.213333333333,1,0,0,0,1
64,37,0.15,0.40625,0,0.213333333333,1,0,0,0,1
64,38,0.075,0.328125,0,0.124666666667,1,0,0,0,1
64,38,0.15,0.328125,0,0.124666666667,1,0,1,0,1
64,39,0.075,0.28125,0,0.24,1,0,0,0,1
64,39,0.15,0.28125,0,0.24,1,0,0,0,1
64,40,0.075,0.140625,0,0.12,1,0,0,0,1
64,40,0.15,0.140625,0,0.12,0,0,0,0,1
64,41,0.075,0.171875,0,0,1,0,1,0,1
64,41,0.15,0.171875,0,0,1,0,1,0,1
64,42,0.075,0.28125,0,0.146666666667,1,0,0,0,1
64,42,0.15,0.28125,0,0.146666666667,1,0,1,0,1
64,43,0.075,0.171875,0,0,1,0,1,0,1
64,43,0.15,0.171875,0,0,1,0,1,0,1
64,44,0.075,0.3125,0,0.173333333333,1,0,0,0,1
64,44,0.15,0.3125,0,0.173333333333,1,0,0,0,1
64,45,0.075,0.328125,0,0.186666666667,1,0,0,0,1
64,45,0.15,0.328125,0,0.186666666667,1,0,0,0,1
64,46,0.075,0.3125,0,0.2,1,0,0,0,1
64,46,0.15,0.3125,0,0.2,1,0,0,0,1
64,47,0.075,0.234375,0,0.117333333333,1,0,0,0,1
64,47,0.15,0.234375,0,0.117333333333,1,0,1,0,1
64,48,0.075,0.265625,0,0.124666666667,1,0,0,0,1
64,48,0.15,0.265625,0,0.124666666667,1,0,1,0,1
64,49,0.075,0.21875,0,0.132,1,0,0,0,1
64,49,0.15,0.21875,0,0.132,1,0,1,0,1
64,50,0.075,0.171875,0,0.12,1,0,0,0,1
64,50,0.15,0.171875,0,0.12,1,0,1,0,1
64,51,0.075,0.203125,0,0.133333333333,1,0,0,0,1
64,51,0.15,0.203125,0,0.133333333333,1,0,1,0,1
64,52,0.075,0.171875,0,0.0806666666667,1,0,0,0,1
64,52,0.15,0.171875,0,0.0806666666667,1,0,1,0,1
64,53,0.075,0.203125,0,0.16,1,0,0,0,1
64,53,0.15,0.203125,0,0.16,1,0,0,0,1
64,54,0.075,0.234375,0,0.173333333333,1,0,0,0,1
64,54,0.15,0.234375,0,0.173333333333,1,0,0,0,1
64,55,0.075,0.3125,0,0.186666666667,1,0,0,0,1
64,55,0.15,0.3125,0,0.186666666667,1,0,0,0,1
64,56,0.075,0.40625,0,0.2,1,0,0,0,1
64,56,0.15,0.40625,0,0.2,1,0,0,0,1
64,57,0.075,0.265625,0,0.213333333333,1,0,0,0,1
64,57,0.15,0.265625,0,0.213333333333,1,0,0,0,1
64,58,0.075,0.28125,0,0.226666666667,1,0,0,0,1
64,58,0.15,0.28125,0,0.226666666667,1,0,0,0,1
64,59,0.075,0.25,0,0.132,1,0,0,0,1
64,59,0.15,0.25,0,0.132,1,0,1,0,1
64,60,0.075,0.21875,0,0.12,1,0,0,0,1
64,60,0.15,0.21875,0,0.12,1,0,1,0,1
64,61,0.075,0.265625,0,0.133333333333,1,0,0,0,1
64,61,0.15,0.265625,0,0.133333333333,1,0,1,0,1
64,62,0.075,0.203125,0,0,1,0,1,0,1
64,62,0.15,0.203125,0,0,1,0,1,0,1
64,63,0.075,0.34375,0,0.16,1,0,0,0,1
64,63,0.15,0.34375,0,0.16,1,0,0,0,1
64,64,0.075,0.203125,0,0.173333333333,1,0,0,0,1
64,64,0.15,0.203125,0,0.173333333333,1,0,0,0,1
64,65,0.075,0.34375,0,0.186666666667,1,0,0,0,1
64,65,0.15,0.34375,0,0.186666666667,1,0,0,0,1
64,66,0.075,0.25,0,0.2,1,0,0,0,1
64,66,0.15,0.25,0,0.2,1,0,0,0,1
64,67,0.075,0.28125,0,0.117333333333,1,0,0,0,1
64,67,0.15,0.28125,0,0.117333333333,1,0,1,0,1
64,68,0.075,0.28125,0,0.226666666667,1,0,0,0,1
64,68,0.15,0.28125,0,0.226666666667,1,0,0,0,1
64,69,0.075,0.3125,0,0.24,1,0,0,0,1
64,69,0.15,0.3125,0,0.24,1,0,0,0,1
64,70,0.075,0.15625,0,0.12,1,0,0,0,1
64,70,0.15,0.15625,0,0.12,1,0,1,0,1
64,71,0.075,0.265625,0,0.133333333333,1,0,0,0,1
64,71,0.15,0.265625,0,0.133333333333,1,0,1,0,1
64,72,0.075,0.25,0,0.146666666667,1,0,0,0,1
64,72,0.15,0.25,0,0.146666666667,1,0,1,0,1
64,73,0.075,0.140625,0,0.088,1,0,0,0,1
64,73,0.15,0.140625,0,0.088,0,0,0,0,1
64,74,0.075,0.296875,0,0.173333333333,1,0,0,0,1
64,74,0.15,0.296875,0,0.173333333333,1,0,0,0,1
64,75,0.075,0.21875,0,0.186666666667,1,0,0,0,1
64,75,0.15,0.21875,0,0.186666666667,1,0,0,0,1
64,76,0.075,0.3125,0,0.2,1,0,0,0,1
64,76,0.15,0.3125,0,0.2,1,0,0,0,1
64,77,0.075,0.34375,0,0.213333333333,1,0,0,0,1
64,77,0.15,0.34375,0,0.213333333333,1,0,0,0,1
64,78,0.075,0.203125,0,0.124666666667,1,0,0,0,1
64,78,0.15,0.203125,0,0.124666666667,1,0,1,0,1
64,79,0.075,0.4375,0,0.24,1,0,0,0,1
64,79,0.15,0.4375,0,0.24,1,0,0,0,1
64,80,0.075,0.21875,0,0.066,1,0,1,0,1
64,80,0.15,0.21875,0,0.066,1,0,1,0,1
64,81,0.075,0.3125,0,0.133333333333,1,0,0,0,1
64,81,0.15,0.3125,0,0.133333333333,1,0,1,0,1
64,82,0.075,0.296875,0,0.0806666666667,1,0,0,0,1
64,82,0.15,0.296875,0,0.0806666666667,1,0,1,0,1
64,83,0.075,0.203125,0,0.16,1,0,0,0,1
64,83,0.15,0.203125,0,0.16,1,0,0,0,1
64,84,0.075,0.234375,0,0.0953333333333,1,0,0,0,1
64,84,0.15,0.234375,0,0.0953333333333,1,0,1,0,1
64,85,0.075,0.140625,0,0,1,0,1,0,1
64,85,0.15,0.140625,0,0,0,0,0,0,1
64,86,0.075,0.140625,0,0.2,1,0,0,0,1
64,86,0.15,0.140625,0,0.2,0,0,0,0,1
64,87,0.075,0.25,0,0.213333333333,1,0,0,0,1
64,87,0.15,0.25,0,0.213333333333,1,0,0,0,1
64,88,0.075,0.15625,0,0,1,0,1,0,1
64,88,0.15,0.15625,0,0,1,0,1,0,1
64,89,0.075,0.21875,0,0.132,1,0,0,0,1
64,89,0.15,0.21875,0,0.132,1,0,1,0,1
64,90,0.075,0.203125,0,0.066,1,0,1,0,1
64,90,0.15,0.203125,0,0.066,1,0,1,0,1
64,91,0.075,0.15625,0,0.133333333333,1,0,0,0,1
64,91,0.15,0.15625,0,0.133333333333,1,0,1,0,1
64,92,0.075,0.109375,0,0.146666666667,1,0,0,0,1
64,92,0.15,0.109375,0,0.146666666667,0,0,0,0,1
64,93,0.075,0.21875,0,0.16,1,0,0,0,1
64,93,0.15,0.21875,0,0.16,1,0,0,0,1
64,94,0.075,0.203125,0,0.173333333333,1,0,0,0,1
64,94,0.15,0.203125,0,0.173333333333,1,0,0,0,1
64,95,0.075,0.1875,0,0.186666666667,1,0,0,0,1
64,95,0.15,0.1875,0,0.186666666667,1,0,0,0,1
64,96,0.075,0.28125,0,0.11,1,0,0,0,1
64,96,0.15,0.28125,0,0.11,1,0,1,0,1
64,97,0.075,0.25,0,0.117333333333,1,0,0,0,1
64,97,0.15,0.25,0,0.117333333333,1,0,1,0,1
64,98,0.075,0.375,0,0.226666666667,1,0,0,0,1
64,98,0.15,0.375,0,0.226666666667,1,0,0,0,1
64,99,0.075,0.203125,0,0.132,1,0,0,0,1
64,99,0.15,0.203125,0,0.132,1,0,1,0,1
256,0,0.075,0.109375,0,0.066,1,0,1,0,1
256,0,0.15,0.109375,0,0.066,0,0,0,0,1
256,1,0.075,0.1875,0,0.133333333333,1,0,0,0,1
256,1,0.15,0.1875,0,0.133333333333,1,0,1,0,1
256,2,0.075,0.15625,0,0.146666666667,1,0,0,0,1
256,2,0.15,0.15625,0,0.146666666667,1,0,1,0,1
256,3,0.075,0.16015625,0,0.16,1,0,0,0,1
256,3,0.15,0.16015625,0,0.16,1,0,0,0,1
256,4,0.075,0.24609375,0.0264742974537,0.173333333333,1,0,0,0,1
256,4,0.15,0.24609375,0.0264742974537,0.173333333333,1,0,0,0,1
256,5,0.075,0.19140625,0,0.186666666667,1,0,0,0,1
256,5,0.15,0.19140625,0,0.186666666667,1,0,0,0,1
256,6,0.075,0.2109375,0,0.11,1,0,0,0,1
256,6,0.15,0.2109375,0,0.11,1,0,1,0,1
256,7,0.075,0.3359375,0.116318047454,0.213333333333,1,1,0,0,1
256,7,0.15,0.3359375,0.116318047454,0.213333333333,1,0,0,0,1
256,8,0.075,0.15625,0,0.124666666667,1,0,0,0,1
256,8,0.15,0.15625,0,0.124666666667,1,0,1,0,1
256,9,0.075,0.3046875,0.0850680474537,0.24,1,1,0,0,1
256,9,0.15,0.3046875,0.0850680474537,0.24,1,0,0,0,1
256,10,0.075,0.12109375,0,0.12,1,0,0,0,1
256,10,0.15,0.12109375,0,0.12,0,0,0,0,1
256,11,0.075,0.09375,0,0.0733333333333,1,0,1,0,1
256,11,0.15,0.09375,0,0.0733333333333,0,0,0,0,1
256,12,0.075,0.13671875,0,0.0806666666667,1,0,0,0,1
256,12,0.15,0.13671875,0,0.0806666666667,0,0,0,0,1
256,13,0.075,0.1796875,0,0.16,1,0,0,0,1
256,13,0.15,0.1796875,0,0.16,1,0,0,0,1
256,14,0.075,0.2265625,0.00694304745371,0.173333333333,1,0,0,0,1
256,14,0.15,0.2265625,0.00694304745371,0.173333333333,1,0,0,0,1
256,15,0.075,0.2265625,0.00694304745371,0.186666666667,1,0,0,0,1
256,15,0.15,0.2265625,0.00694304745371,0.186666666667,1,0,0,0,1
256,16,0.075,0.265625,0.0460055474537,0.2,1,0,0,0,1
256,16,0.15,0.265625,0.0460055474537,0.2,1,0,0,0,1
256,17,0.075,0.2265625,0.00694304745371,0.213333333333,1,0,0,0,1
256,17,0.15,0.2265625,0.00694304745371,0.213333333333,1,0,0,0,1
256,18,0.075,0.2578125,0.0381930474537,0.226666666667,1,0,0,0,1
256,18,0.15,0.2578125,0.0381930474537,0.226666666667,1,0,0,0,1
256,19,0.075,0.2734375,0.0538180474537,0.24,1,0,0,0,1
256,19,0.15,0.2734375,0.0538180474537,0.24,1,0,0,0,1
256,20,0.075,0.14453125,0,0.12,1,0,0,0,1
256,20,0.15,0.14453125,0,0.12,0,0,0,0,1
256,21,0.075,0.19921875,0,0.133333333333,1,0,0,0,1
256,21,0.15,0.19921875,0,0.133333333333,1,0,1,0,1
256,22,0.075,0.09765625,0,0.0806666666667,1,0,0,0,1
256,22,0.15,0.09765625,0,0.0806666666667,0,0,0,0,1
256,23,0.075,0.15625,0,0.16,1,0,0,0,1
256,23,0.15,0.15625,0,0.16,1,0,0,0,1
256,24,0.075,0.1953125,0,0.173333333333,1,0,0,0,1
256,24,0.15,0.1953125,0,0.173333333333,1,0,0,0,1
256,25,0.075,0.2421875,0.0225680474537,0.186666666667,1,0,0,0,1
256,25,0.15,0.2421875,0.0225680474537,0.186666666667,1,0,0,0,1
