n,seed,eta,plugin,robust,actual,plugin_accept,robust_accept,plugin_false,robust_false,interval_covers
256,26,0.075,0.234375,0.0147555474537,0.2,1,0,0,0,1
256,26,0.15,0.234375,0.0147555474537,0.2,1,0,0,0,1
256,27,0.075,0.2265625,0.00694304745371,0.213333333333,1,0,0,0,1
256,27,0.15,0.2265625,0.00694304745371,0.213333333333,1,0,0,0,1
256,28,0.075,0.27734375,0.0577242974537,0.226666666667,1,0,0,0,1
256,28,0.15,0.27734375,0.0577242974537,0.226666666667,1,0,0,0,1
256,29,0.075,0.328125,0.108505547454,0.24,1,1,0,0,1
256,29,0.15,0.328125,0.108505547454,0.24,1,0,0,0,1
256,30,0.075,0.09765625,0,0.066,1,0,1,0,1
256,30,0.15,0.09765625,0,0.066,0,0,0,0,1
256,31,0.075,0.1484375,0,0.0733333333333,1,0,1,0,1
256,31,0.15,0.1484375,0,0.0733333333333,0,0,0,0,1
256,32,0.075,0.109375,0,0.0806666666667,1,0,0,0,1
256,32,0.15,0.109375,0,0.0806666666667,0,0,0,0,1
256,33,0.075,0.1328125,0,0.088,1,0,0,0,1
256,33,0.15,0.1328125,0,0.088,0,0,0,0,1
256,34,0.075,0.19140625,0,0.173333333333,1,0,0,0,1
256,34,0.15,0.19140625,0,0.173333333333,1,0,0,0,1
256,35,0.075,0.109375,0,0.102666666667,1,0,0,0,1
256,35,0.15,0.109375,0,0.102666666667,0,0,0,0,1
256,36,0.075,0.15625,0,0.11,1,0,0,0,1
256,36,0.15,0.15625,0,0.11,1,0,1,0,1
256,37,0.075,0.1875,0,0.117333333333,1,0,0,0,1
256,37,0.15,0.1875,0,0.117333333333,1,0,1,0,1
256,38,0.075,0.1640625,0,0.124666666667,1,0,0,0,1
256,38,0.15,0.1640625,0,0.124666666667,1,0,1,0,1
256,39,0.075,0.2890625,0.0694430474537,0.24,1,0,0,0,1
256,39,0.15,0.2890625,0.0694430474537,0.24,1,0,0,0,1
256,40,0.075,0.140625,0,0.12,1,0,0,0,1
256,40,0.15,0.140625,0,0.12,0,0,0,0,1
256,41,0.075,0.234375,0.0147555474537,0.133333333333,1,0,0,0,1
256,41,0.15,0.234375,0.0147555474537,0.133333333333,1,0,1,0,1
256,42,0.075,0.1640625,0,0.146666666667,1,0,0,0,1
256,42,0.15,0.1640625,0,0.146666666667,1,0,1,0,1
256,43,0.075,0.22265625,0.00303679745371,0.16,1,0,0,0,1
256,43,0.15,0.22265625,0.00303679745371,0.16,1,0,0,0,1
256,44,0.075,0.234375,0.0147555474537,0.173333333333,1,0,0,0,1
256,44,0.15,0.234375,0.0147555474537,0.173333333333,1,0,0,0,1
256,45,0.075,0.2578125,0.0381930474537,0.186666666667,1,0,0,0,1
256,45,0.15,0.2578125,0.0381930474537,0.186666666667,1,0,0,0,1
256,46,0.075,0.20703125,0,0.11,1,0,0,0,1
256,46,0.15,0.20703125,0,0.11,1,0,1,0,1
256,47,0.075,0.26171875,0.0420992974537,0.213333333333,1,0,0,0,1
256,47,0.15,0.26171875,0.0420992974537,0.213333333333,1,0,0,0,1
256,48,0.075,0.26953125,0.0499117974537,0.226666666667,1,0,0,0,1
256,48,0.15,0.26953125,0.0499117974537,0.226666666667,1,0,0,0,1
256,49,0.075,0.2578125,0.0381930474537,0.24,1,0,0,0,1
256,49,0.15,0.2578125,0.0381930474537,0.24,1,0,0,0,1
256,50,0.075,0.078125,0,0.066,1,0,1,0,1
256,50,0.15,0.078125,0,0.066,0,0,0,0,1
256,51,0.075,0.109375,0,0.0733333333333,1,0,1,0,1
256,51,0.15,0.109375,0,0.0733333333333,0,0,0,0,1
256,52,0.075,0.125,0,0.0806666666667,1,0,0,0,1
256,52,0.15,0.125,0,0.0806666666667,0,0,0,0,1
256,53,0.075,0.1796875,0,0.16,1,0,0,0,1
256,53,0.15,0.1796875,0,0.16,1,0,0,0,1
256,54,0.075,0.26171875,0.0420992974537,0.173333333333,1,0,0,0,1
256,54,0.15,0.26171875,0.0420992974537,0.173333333333,1,0,0,0,1
256,55,0.075,0.1640625,0,0.102666666667,1,0,0,0,1
256,55,0.15,0.1640625,0,0.102666666667,1,0,1,0,1
256,56,0.075,0.2109375,0,0.2,1,0,0,0,1
256,56,0.15,0.2109375,0,0.2,1,0,0,0,1
256,57,0.075,0.13671875,0,0.117333333333,1,0,0,0,1
256,57,0.15,0.13671875,0,0.117333333333,0,0,0,0,1
256,58,0.075,0.26953125,0.0499117974537,0.226666666667,1,0,0,0,1
256,58,0.15,0.26953125,0.0499117974537,0.226666666667,1,0,0,0,1
256,59,0.075,0.26171875,0.0420992974537,0.24,1,0,0,0,1
256,59,0.15,0.26171875,0.0420992974537,0.24,1,0,0,0,1
256,60,0.075,0.17578125,0,0.12,1,0,0,0,1
256,60,0.15,0.17578125,0,0.12,1,0,1,0,1
256,61,0.075,0.171875,0,0.133333333333,1,0,0,0,1
256,61,0.15,0.171875,0,0.133333333333,1,0,1,0,1
256,62,0.075,0.16796875,0,0.146666666667,1,0,0,0,1
256,62,0.15,0.16796875,0,0.146666666667,1,0,1,0,1
256,63,0.075,0.203125,0,0.16,1,0,0,0,1
256,63,0.15,0.203125,0,0.16,1,0,0,0,1
256,64,0.075,0.234375,0.0147555474537,0.173333333333,1,0,0,0,1
256,64,0.15,0.234375,0.0147555474537,0.173333333333,1,0,0,0,1
256,65,0.075,0.19921875,0,0.186666666667,1,0,0,0,1
256,65,0.15,0.19921875,0,0.186666666667,1,0,0,0,1
256,66,0.075,0.25,0.0303805474537,0.2,1,0,0,0,1
256,66,0.15,0.25,0.0303805474537,0.2,1,0,0,0,1
256,67,0.075,0.19921875,0,0.117333333333,1,0,0,0,1
256,67,0.15,0.19921875,0,0.117333333333,1,0,1,0,1
256,68,0.075,0.16796875,0,0.124666666667,1,0,0,0,1
256,68,0.15,0.16796875,0,0.124666666667,1,0,1,0,1
256,69,0.075,0.30078125,0.0811617974537,0.24,1,1,0,0,1
256,69,0.15,0.30078125,0.0811617974537,0.24,1,0,0,0,1
256,70,0.075,0.18359375,0,0.12,1,0,0,0,1
256,70,0.15,0.18359375,0,0.12,1,0,1,0,1
256,71,0.075,0.1640625,0,0.133333333333,1,0,0,0,1
256,71,0.15,0.1640625,0,0.133333333333,1,0,1,0,1
256,72,0.075,0.1796875,0,0.146666666667,1,0,0,0,1
256,72,0.15,0.1796875,0,0.146666666667,1,0,1,0,1
256,73,0.075,0.109375,0,0.088,1,0,0,0,1
256,73,0.15,0.109375,0,0.088,0,0,0,0,1
256,74,0.075,0.26953125,0.0499117974537,0.173333333333,1,0,0,0,1
256,74,0.15,0.26953125,0.0499117974537,0.173333333333,1,0,0,0,1
256,75,0.075,0.16796875,0,0.186666666667,1,0,0,0,1
256,75,0.15,0.16796875,0,0.186666666667,1,0,0,0,1
256,76,0.075,0.234375,0.0147555474537,0.2,1,0,0,0,1
256,76,0.15,0.234375,0.0147555474537,0.2,1,0,0,0,1
256,77,0.075,0.25390625,0.0342867974537,0.213333333333,1,0,0,0,1
256,77,0.15,0.25390625,0.0342867974537,0.213333333333,1,0,0,0,1
256,78,0.075,0.2890625,0.0694430474537,0.226666666667,1,0,0,0,1
256,78,0.15,0.2890625,0.0694430474537,0.226666666667,1,0,0,0,1
256,79,0.075,0.28125,0.0616305474537,0.24,1,0,0,0,1
256,79,0.15,0.28125,0.0616305474537,0.24,1,0,0,0,1
256,80,0.075,0.10546875,0,0.066,1,0,1,0,1
256,80,0.15,0.10546875,0,0.066,0,0,0,0,1
256,81,0.075,0.109375,0,0.0733333333333,1,0,1,0,1
256,81,0.15,0.109375,0,0.0733333333333,0,0,0,0,1
256,82,0.075,0.109375,0,0.0806666666667,1,0,0,0,1
256,82,0.15,0.109375,0,0.0806666666667,0,0,0,0,1
256,83,0.075,0.12109375,0,0.088,1,0,0,0,1
256,83,0.15,0.12109375,0,0.088,0,0,0,0,1
256,84,0.075,0.10546875,0,0.0953333333333,1,0,0,0,1
256,84,0.15,0.10546875,0,0.0953333333333,0,0,0,0,1
256,85,0.075,0.16796875,0,0.102666666667,1,0,0,0,1
256,85,0.15,0.16796875,0,0.102666666667,1,0,1,0,1
256,86,0.075,0.2578125,0.0381930474537,0.2,1,0,0,0,1
256,86,0.15,0.2578125,0.0381930474537,0.2,1,0,0,0,1
256,87,0.075,0.1484375,0,0.117333333333,1,0,0,0,1
256,87,0.15,0.1484375,0,0.117333333333,0,0,0,0,1
256,88,0.075,0.140625,0,0.124666666667,1,0,0,0,1
256,88,0.15,0.140625,0,0.124666666667,0,0,0,0,1
256,89,0.075,0.19921875,0,0.132,1,0,0,0,1
256,89,0.15,0.19921875,0,0.132,1,0,1,0,1
256,90,0.075,0.14453125,0,0.12,1,0,0,0,1
256,90,0.15,0.14453125,0,0.12,0,0,0,0,1
256,91,0.075,0.2265625,0.00694304745371,0.133333333333,1,0,0,0,1
256,91,0.15,0.2265625,0.00694304745371,0.133333333333,1,0,1,0,1
256,92,0.075,0.19140625,0,0.146666666667,1,0,0,0,1
256,92,0.15,0.19140625,0,0.146666666667,1,0,1,0,1
256,93,0.075,0.19921875,0,0.16,1,0,0,0,1
256,93,0.15,0.19921875,0,0.16,1,0,0,0,1
256,94,0.075,0.18359375,0,0.173333333333,1,0,0,0,1
256,94,0.15,0.18359375,0,0.173333333333,1,0,0,0,1
256,95,0.075,0.23046875,0.0108492974537,0.186666666667,1,0,0,0,1
256,95,0.15,0.23046875,0.0108492974537,0.186666666667,1,0,0,0,1
256,96,0.075,0.21484375,0,0.2,1,0,0,0,1
256,96,0.15,0.21484375,0,0.2,1,0,0,0,1
256,97,0.075,0.26953125,0.0499117974537,0.213333333333,1,0,0,0,1
256,97,0.15,0.26953125,0.0499117974537,0.213333333333,1,0,0,0,1
256,98,0.075,0.13671875,0,0.124666666667,1,0,0,0,1
256,98,0.15,0.13671875,0,0.124666666667,0,0,0,0,1
256,99,0.075,0.16015625,0,0.132,1,0,0,0,1
256,99,0.15,0.16015625,0,0.132,1,0,1,0,1
1024,0,0.075,0.0888671875,0,0.066,1,0,1,0,1
1024,0,0.15,0.0888671875,0,0.066,0,0,0,0,1
1024,1,0.075,0.0966796875,0,0.0733333333333,1,0,1,0,1
1024,1,0.15,0.0966796875,0,0.0733333333333,0,0,0,0,1
1024,2,0.075,0.1708984375,0.0610887112269,0.146666666667,1,0,0,0,1
1024,2,0.15,0.1708984375,0.0610887112269,0.146666666667,1,0,1,0,1
1024,3,0.075,0.1142578125,0.00444808622685,0.088,1,0,0,0,1
1024,3,0.15,0.1142578125,0.00444808622685,0.088,0,0,0,0,1
1024,4,0.075,0.1201171875,0.0103074612269,0.0953333333333,1,0,0,0,1
1024,4,0.15,0.1201171875,0.0103074612269,0.0953333333333,0,0,0,0,1
1024,5,0.075,0.2041015625,0.0942918362269,0.186666666667,1,1,0,0,1
1024,5,0.15,0.2041015625,0.0942918362269,0.186666666667,1,0,0,0,1
1024,6,0.075,0.2197265625,0.109916836227,0.2,1,1,0,0,1
1024,6,0.15,0.2197265625,0.109916836227,0.2,1,0,0,0,1
1024,7,0.075,0.119140625,0.00933089872685,0.117333333333,1,0,0,0,1
1024,7,0.15,0.119140625,0.00933089872685,0.117333333333,0,0,0,0,1
1024,8,0.075,0.1376953125,0.0278855862269,0.124666666667,1,0,0,0,1
1024,8,0.15,0.1376953125,0.0278855862269,0.124666666667,0,0,0,0,1
1024,9,0.075,0.2724609375,0.162651211227,0.24,1,1,0,0,1
1024,9,0.15,0.2724609375,0.162651211227,0.24,1,1,0,0,1
1024,10,0.075,0.15625,0.0464402737269,0.12,1,0,0,0,1
1024,10,0.15,0.15625,0.0464402737269,0.12,1,0,1,0,1
1024,11,0.075,0.1494140625,0.0396043362269,0.133333333333,1,0,0,0,1
1024,11,0.15,0.1494140625,0.0396043362269,0.133333333333,0,0,0,0,1
1024,12,0.075,0.2099609375,0.100151211227,0.146666666667,1,1,0,0,1
1024,12,0.15,0.2099609375,0.100151211227,0.146666666667,1,0,1,0,1
1024,13,0.075,0.171875,0.0620652737269,0.16,1,0,0,0,1
1024,13,0.15,0.171875,0.0620652737269,0.16,1,0,0,0,1
1024,14,0.075,0.2001953125,0.0903855862269,0.173333333333,1,1,0,0,1
1024,14,0.15,0.2001953125,0.0903855862269,0.173333333333,1,0,0,0,1
1024,15,0.075,0.1162109375,0.00640121122685,0.102666666667,1,0,0,0,1
1024,15,0.15,0.1162109375,0.00640121122685,0.102666666667,0,0,0,0,1
1024,16,0.075,0.15625,0.0464402737269,0.11,1,0,0,0,1
1024,16,0.15,0.15625,0.0464402737269,0.11,1,0,1,0,1
1024,17,0.075,0.177734375,0.0679246487269,0.117333333333,1,0,0,0,1
1024,17,0.15,0.177734375,0.0679246487269,0.117333333333,1,0,1,0,1
1024,18,0.075,0.255859375,0.146049648727,0.226666666667,1,1,0,0,1
1024,18,0.15,0.255859375,0.146049648727,0.226666666667,1,0,0,0,1
1024,19,0.075,0.23046875,0.120659023727,0.24,1,1,0,0,1
1024,19,0.15,0.23046875,0.120659023727,0.24,1,0,0,0,1
1024,20,0.075,0.083984375,0,0.066,1,0,1,0,1
1024,20,0.15,0.083984375,0,0.066,0,0,0,0,1
1024,21,0.075,0.0888671875,0,0.0733333333333,1,0,1,0,1
1024,21,0.15,0.0888671875,0,0.0733333333333,0,0,0,0,1
1024,22,0.075,0.150390625,0.0405808987269,0.146666666667,1,0,0,0,1
1024,22,0.15,0.150390625,0.0405808987269,0.146666666667,1,0,1,0,1
1024,23,0.075,0.1728515625,0.0630418362269,0.16,1,0,0,0,1
1024,23,0.15,0.1728515625,0.0630418362269,0.16,1,0,0,0,1
1024,24,0.075,0.134765625,0.0249558987269,0.0953333333333,1,0,0,0,1
1024,24,0.15,0.134765625,0.0249558987269,0.0953333333333,0,0,0,0,1
1024,25,0.075,0.2060546875,0.0962449612269,0.186666666667,1,1,0,0,1
1024,25,0.15,0.2060546875,0.0962449612269,0.186666666667,1,0,0,0,1
1024,26,0.075,0.208984375,0.0991746487269,0.2,1,1,0,0,1
1024,26,0.15,0.208984375,0.0991746487269,0.2,1,0,0,0,1
1024,27,0.075,0.234375,0.124565273727,0.213333333333,1,1,0,0,1
1024,27,0.15,0.234375,0.124565273727,0.213333333333,1,0,0,0,1
1024,28,0.075,0.1689453125,0.0591355862269,0.124666666667,1,0,0,0,1
1024,28,0.15,0.1689453125,0.0591355862269,0.124666666667,1,0,1,0,1
1024,29,0.075,0.259765625,0.149955898727,0.24,1,1,0,0,1
1024,29,0.15,0.259765625,0.149955898727,0.24,1,0,0,0,1
1024,30,0.075,0.1591796875,0.0493699612269,0.12,1,0,0,0,1
1024,30,0.15,0.1591796875,0.0493699612269,0.12,1,0,1,0,1
1024,31,0.075,0.1796875,0.0698777737269,0.133333333333,1,0,0,0,1
1024,31,0.15,0.1796875,0.0698777737269,0.133333333333,1,0,1,0,1
1024,32,0.075,0.1611328125,0.0513230862269,0.146666666667,1,0,0,0,1
1024,32,0.15,0.1611328125,0.0513230862269,0.146666666667,1,0,1,0,1
1024,33,0.075,0.107421875,0,0.088,1,0,0,0,1
1024,33,0.15,0.107421875,0,0.088,0,0,0,0,1
1024,34,0.075,0.1875,0.0776902737269,0.173333333333,1,1,0,0,1
1024,34,0.15,0.1875,0.0776902737269,0.173333333333,1,0,0,0,1
1024,35,0.075,0.1904296875,0.0806199612269,0.186666666667,1,1,0,0,1
1024,35,0.15,0.1904296875,0.0806199612269,0.186666666667,1,0,0,0,1
1024,36,0.075,0.2607421875,0.150932461227,0.2,1,1,0,0,1
1024,36,0.15,0.2607421875,0.150932461227,0.2,1,1,0,0,1
1024,37,0.075,0.2646484375,0.154838711227,0.213333333333,1,1,0,0,1
1024,37,0.15,0.2646484375,0.154838711227,0.213333333333,1,1,0,0,1
1024,38,0.075,0.2451171875,0.135307461227,0.226666666667,1,1,0,0,1
1024,38,0.15,0.2451171875,0.135307461227,0.226666666667,1,0,0,0,1
1024,39,0.075,0.16015625,0.0503465237269,0.132,1,0,0,0,1
1024,39,0.15,0.16015625,0.0503465237269,0.132,1,0,1,0,1
1024,40,0.075,0.0888671875,0,0.066,1,0,1,0,1
1024,40,0.15,0.0888671875,0,0.066,0,0,0,0,1
1024,41,0.075,0.14453125,0.0347215237269,0.133333333333,1,0,0,0,1
1024,41,0.15,0.14453125,0.0347215237269,0.133333333333,0,0,0,0,1
1024,42,0.075,0.1796875,0.0698777737269,0.146666666667,1,0,0,0,1
1024,42,0.15,0.1796875,0.0698777737269,0.146666666667,1,0,1,0,1
1024,43,0.075,0.1064453125,0,0.088,1,0,0,0,1
1024,43,0.15,0.1064453125,0,0.088,0,0,0,0,1
1024,44,0.075,0.185546875,0.0757371487269,0.173333333333,1,1,0,0,1
1024,44,0.15,0.185546875,0.0757371487269,0.173333333333,1,0,0,0,1
1024,45,0.075,0.1943359375,0.0845262112269,0.186666666667,1,1,0,0,1
1024,45,0.15,0.1943359375,0.0845262112269,0.186666666667,1,0,0,0,1
1024,46,0.075,0.2177734375,0.107963711227,0.2,1,1,0,0,1
1024,46,0.15,0.2177734375,0.107963711227,0.2,1,0,0,0,1
1024,47,0.075,0.2158203125,0.106010586227,0.213333333333,1,1,0,0,1
1024,47,0.15,0.2158203125,0.106010586227,0.213333333333,1,0,0,0,1
1024,48,0.075,0.25390625,0.144096523727,0.226666666667,1,1,0,0,1
1024,48,0.15,0.25390625,0.144096523727,0.226666666667,1,0,0,0,1
1024,49,0.075,0.158203125,0.0483933987269,0.132,1,0,0,0,1
1024,49,0.15,0.158203125,0.0483933987269,0.132,1,0,1,0,1
1024,50,0.075,0.0732421875,0,0.066,0,0,0,0,1
1024,50,0.15,0.0732421875,0,0.066,0,0,0,0,1
1024,51,0.075,0.1337890625,0.0239793362269,0.133333333333,1,0,0,0,1
1024,51,0.15,0.1337890625,0.0239793362269,0.133333333333,0,0,0,0,1
1024,52,0.075,0.169921875,0.0601121487269,0.146666666667,1,0,0,0,1
1024,52,0.15,0.169921875,0.0601121487269,0.146666666667,1,0,1,0,1
1024,53,0.075,0.1689453125,0.0591355862269,0.16,1,0,0,0,1
1024,53,0.15,0.1689453125,0.0591355862269,0.16,1,0,0,0,1
1024,54,0.075,0.1201171875,0.0103074612269,0.0953333333333,1,0,0,0,1
1024,54,0.15,0.1201171875,0.0103074612269,0.0953333333333,0,0,0,0,1
1024,55,0.075,0.234375,0.124565273727,0.186666666667,1,1,0,0,1
1024,55,0.15,0.234375,0.124565273727,0.186666666667,1,0,0,0,1
1024,56,0.075,0.2265625,0.116752773727,0.2,1,1,0,0,1
1024,56,0.15,0.2265625,0.116752773727,0.2,1,0,0,0,1
1024,57,0.075,0.146484375,0.0366746487269,0.117333333333,1,0,0,0,1
1024,57,0.15,0.146484375,0.0366746487269,0.117333333333,0,0,0,0,1
1024,58,0.075,0.1376953125,0.0278855862269,0.124666666667,1,0,0,0,1
1024,58,0.15,0.1376953125,0.0278855862269,0.124666666667,0,0,0,0,1
1024,59,0.075,0.1513671875,0.0415574612269,0.132,1,0,0,0,1
1024,59,0.15,0.1513671875,0.0415574612269,0.132,1,0,1,0,1
1024,60,0.075,0.154296875,0.0444871487269,0.12,1,0,0,0,1
1024,60,0.15,0.154296875,0.0444871487269,0.12,1,0,1,0,1
1024,61,0.075,0.1640625,0.0542527737269,0.133333333333,1,0,0,0,1
1024,61,0.15,0.1640625,0.0542527737269,0.133333333333,1,0,1,0,1
1024,62,0.075,0.16015625,0.0503465237269,0.146666666667,1,0,0,0,1
1024,62,0.15,0.16015625,0.0503465237269,0.146666666667,1,0,1,0,1
1024,63,0.075,0.1767578125,0.0669480862269,0.16,1,0,0,0,1
1024,63,0.15,0.1767578125,0.0669480862269,0.16,1,0,0,0,1
1024,64,0.075,0.1865234375,0.0767137112269,0.173333333333,1,1,0,0,1
1024,64,0.15,0.1865234375,0.0767137112269,0.173333333333,1,0,0,0,1
1024,65,0.075,0.09375,0,0.102666666667,1,0,0,0,1
1024,65,0.15,0.09375,0,0.102666666667,0,0,0,0,1
1024,66,0.075,0.228515625,0.118705898727,0.2,1,1,0,0,1
1024,66,0.15,0.228515625,0.118705898727,0.2,1,0,0,0,1
1024,67,0.075,0.140625,0.0308152737269,0.117333333333,1,0,0,0,1
1024,67,0.15,0.140625,0.0308152737269,0.117333333333,0,0,0,0,1
1024,68,0.075,0.2451171875,0.135307461227,0.226666666667,1,1,0,0,1
1024,68,0.15,0.2451171875,0.135307461227,0.226666666667,1,0,0,0,1
1024,69,0.075,0.1552734375,0.0454637112269,0.132,1,0,0,0,1
1024,69,0.15,0.1552734375,0.0454637112269,0.132,1,0,1,0,1
1024,70,0.075,0.083984375,0,0.066,1,0,1,0,1
1024,70,0.15,0.083984375,0,0.066,0,0,0,0,1
1024,71,0.075,0.154296875,0.0444871487269,0.133333333333,1,0,0,0,1
1024,71,0.15,0.154296875,0.0444871487269,0.133333333333,1,0,1,0,1
1024,72,0.075,0.14453125,0.0347215237269,0.146666666667,1,0,0,0,1
1024,72,0.15,0.14453125,0.0347215237269,0.146666666667,0,0,0,0,1
1024,73,0.075,0.1845703125,0.0747605862269,0.16,1,0,0,0,1
1024,73,0.15,0.1845703125,0.0747605862269,0.16,1,0,0,0,1
1024,74,0.075,0.1015625,0,0.0953333333333,1,0,0,0,1
1024,74,0.15,0.1015625,0,0.0953333333333,0,0,0,0,1
1024,75,0.075,0.2041015625,0.0942918362269,0.186666666667,1,1,0,0,1
1024,75,0.15,0.2041015625,0.0942918362269,0.186666666667,1,0,0,0,1
1024,76,0.075,0.216796875,0.106987148727,0.2,1,1,0,0,1
1024,76,0.15,0.216796875,0.106987148727,0.2,1,0,0,0,1
1024,77,0.075,0.1494140625,0.0396043362269,0.117333333333,1,0,0,0,1
1024,77,0.15,0.1494140625,0.0396043362269,0.117333333333,0,0,0,0,1
1024,78,0.075,0.25390625,0.144096523727,0.226666666667,1,1,0,0,1
1024,78,0.15,0.25390625,0.144096523727,0.226666666667,1,0,0,0,1
1024,79,0.075,0.2578125,0.148002773727,0.24,1,1,0,0,1
1024,79,0.15,0.2578125,0.148002773727,0.24,1,0,0,0,1
1024,80,0.075,0.150390625,0.0405808987269,0.12,1,0,0,0,1
1024,80,0.15,0.150390625,0.0405808987269,0.12,1,0,1,0,1
1024,81,0.075,0.158203125,0.0483933987269,0.133333333333,1,0,0,0,1
1024,81,0.15,0.158203125,0.0483933987269,0.133333333333,1,0,1,0,1
1024,82,0.075,0.11328125,0.00347152372685,0.0806666666667,1,0,0,0,1
1024,82,0.15,0.11328125,0.00347152372685,0.0806666666667,0,0,0,0,1
1024,83,0.075,0.193359375,0.0835496487269,0.16,1,1,0,0,1
1024,83,0.15,0.193359375,0.0835496487269,0.16,1,0,0,0,1
1024,84,0.075,0.20703125,0.0972215237269,0.173333333333,1,1,0,0,1
1024,84,0.15,0.20703125,0.0972215237269,0.173333333333,1,0,0,0,1
1024,85,0.075,0.12109375,0.0112840237269,0.102666666667,1,0,0,0,1
1024,85,0.15,0.12109375,0.0112840237269,0.102666666667,0,0,0,0,1
1024,86,0.075,0.251953125,0.142143398727,0.2,1,1,0,0,1
1024,86,0.15,0.251953125,0.142143398727,0.2,1,0,0,0,1
1024,87,0.075,0.232421875,0.122612148727,0.213333333333,1,1,0,0,1
1024,87,0.15,0.232421875,0.122612148727,0.213333333333,1,0,0,0,1
1024,88,0.075,0.2421875,0.132377773727,0.226666666667,1,1,0,0,1
1024,88,0.15,0.2421875,0.132377773727,0.226666666667,1,0,0,0,1
1024,89,0.075,0.1552734375,0.0454637112269,0.132,1,0,0,0,1
1024,89,0.15,0.1552734375,0.0454637112269,0.132,1,0,1,0,1
1024,90,0.075,0.0830078125,0,0.066,1,0,1,0,1
1024,90,0.15,0.0830078125,0,0.066,0,0,0,0,1
1024,91,0.075,0.1220703125,0.0122605862269,0.133333333333,1,0,0,0,1
1024,91,0.15,0.1220703125,0.0122605862269,0.133333333333,0,0,0,0,1
1024,92,0.075,0.14453125,0.0347215237269,0.146666666667,1,0,0,0,1
1024,92,0.15,0.14453125,0.0347215237269,0.146666666667,0,0,0,0,1
1024,93,0.075,0.1806640625,0.0708543362269,0.16,1,0,0,0,1
1024,93,0.15,0.1806640625,0.0708543362269,0.16,1,0,0,0,1
1024,94,0.075,0.1591796875,0.0493699612269,0.0953333333333,1,0,0,0,1
1024,94,0.15,0.1591796875,0.0493699612269,0.0953333333333,1,0,1,0,1
1024,95,0.075,0.12890625,0.0190965237269,0.102666666667,1,0,0,0,1
1024,95,0.15,0.12890625,0.0190965237269,0.102666666667,0,0,0,0,1
1024,96,0.075,0.146484375,0.0366746487269,0.11,1,0,0,0,1
1024,96,0.15,0.146484375,0.0366746487269,0.11,0,0,0,0,1
1024,97,0.075,0.1552734375,0.0454637112269,0.117333333333,1,0,0,0,1
1024,97,0.15,0.1552734375,0.0454637112269,0.117333333333,1,0,1,0,1
1024,98,0.075,0.125,0.0151902737269,0.124666666667,1,0,0,0,1
1024,98,0.15,0.125,0.0151902737269,0.124666666667,0,0,0,0,1
1024,99,0.075,0.2880859375,0.178276211227,0.24,1,1,0,0,1
1024,99,0.15,0.2880859375,0.178276211227,0.24,1,1,0,0,1
4096,0,0.075,0.14404296875,0.0891381056134,0.12,1,1,0,0,1
4096,0,0.15,0.14404296875,0.0891381056134,0.12,0,0,0,0,1
4096,1,0.075,0.134033203125,0.0791283399884,0.133333333333,1,1,0,0,1
4096,1,0.15,0.134033203125,0.0791283399884,0.133333333333,0,0,0,0,1
4096,2,0.075,0.08740234375,0.0324974806134,0.0806666666667,1,0,0,0,1
4096,2,0.15,0.08740234375,0.0324974806134,0.0806666666667,0,0,0,0,1
4096,3,0.075,0.166259765625,0.111354902488,0.16,1,1,0,0,1
4096,3,0.15,0.166259765625,0.111354902488,0.16,1,0,0,0,1
4096,4,0.075,0.095458984375,0.0405541212384,0.0953333333333,1,0,0,0,1
4096,4,0.15,0.095458984375,0.0405541212384,0.0953333333333,0,0,0,0,1
4096,5,0.075,0.112060546875,0.0571556837384,0.102666666667,1,0,0,0,1
4096,5,0.15,0.112060546875,0.0571556837384,0.102666666667,0,0,0,0,1
4096,6,0.075,0.120849609375,0.0659447462384,0.11,1,0,0,0,1
4096,6,0.15,0.120849609375,0.0659447462384,0.11,0,0,0,0,1
4096,7,0.075,0.136962890625,0.0820580274884,0.117333333333,1,1,0,0,1
4096,7,0.15,0.136962890625,0.0820580274884,0.117333333333,0,0,0,0,1
4096,8,0.075,0.234619140625,0.179714277488,0.226666666667,1,1,0,0,1
4096,8,0.15,0.234619140625,0.179714277488,0.226666666667,1,1,0,0,1
4096,9,0.075,0.251953125,0.197048261863,0.24,1,1,0,0,1
4096,9,0.15,0.251953125,0.197048261863,0.24,1,1,0,0,1
4096,10,0.075,0.12109375,0.0661888868634,0.12,1,0,0,0,1
4096,10,0.15,0.12109375,0.0661888868634,0.12,0,0,0,0,1
4096,11,0.075,0.142578125,0.0876732618634,0.133333333333,1,1,0,0,1
4096,11,0.15,0.142578125,0.0876732618634,0.133333333333,0,0,0,0,1
4096,12,0.075,0.0849609375,0.0300560743634,0.0806666666667,1,0,0,0,1
4096,12,0.15,0.0849609375,0.0300560743634,0.0806666666667,0,0,0,0,1
4096,13,0.075,0.0986328125,0.0437279493634,0.088,1,0,0,0,1
4096,13,0.15,0.0986328125,0.0437279493634,0.088,0,0,0,0,1
4096,14,0.075,0.104736328125,0.0498314649884,0.0953333333333,1,0,0,0,1
4096,14,0.15,0.104736328125,0.0498314649884,0.0953333333333,0,0,0,0,1
4096,15,0.075,0.11767578125,0.0627709181134,0.102666666667,1,0,0,0,1
4096,15,0.15,0.11767578125,0.0627709181134,0.102666666667,0,0,0,0,1
